id,cell_type,classification_system,pt_supervoxel_id,pt_root_id
44795,23P,excitatory_neuron,73613884698831796,864691135724233643
44796,23P,excitatory_neuron,73754828345558830,864691136436395166
50039,NGC,inhibitory_neuron,73613197571380105,864691135462260637
50080,23P,excitatory_neuron,73543309863605007,864691136723556861
50174,23P,excitatory_neuron,73755240729611855,864691135776658528
71263,23P,excitatory_neuron,73615052929975022,864691135941166708
76069,23P,excitatory_neuron,73404977556816286,864691135545065768
76075,23P,excitatory_neuron,73404771398156190,864691135479369926
90227,23P,excitatory_neuron,73548188879300688,864691135697633557
9867,astrocyte,nonneuron,75933716324660175,864691135937358133
9868,NGC,inhibitory_neuron,75934266147628505,864691135207734905
9869,23P,excitatory_neuron,75441272688753483,864691135758479438
9870,oligo,nonneuron,75511435207620939,864691136108718264
9871,astrocyte,nonneuron,76004085203266592,864691135875978579
10608,23P,excitatory_neuron,0,0
11225,23P,excitatory_neuron,74527166544801625,864691135947422049
11282,23P,excitatory_neuron,74737997899501359,864691135771677771
11686,astrocyte,nonneuron,75089429236446034,864691135686892768
11953,pericyte,nonneuron,75160416455820199,864691135575094302
12300,pericyte,nonneuron,75371385316322865,864691135686892768
12348,pericyte,nonneuron,75441891499592439,864691135686892768
12511,astrocyte,nonneuron,75933441849663555,864691135269700261
13723,astrocyte,nonneuron,74949379009927218,864691135730122425
13726,astrocyte,nonneuron,75019129346001007,864691135564638039
14815,astrocyte,nonneuron,74315304532063858,864691135358825816
15172,BPC,inhibitory_neuron,74878185766282790,864691135293134774
15346,pericyte,nonneuron,75370835694880191,864691135614113739
15358,NGC,inhibitory_neuron,75653066585695788,864691136143741847
15363,astrocyte,nonneuron,75723023013367167,864691135771679307
15675,23P,excitatory_neuron,75936258811178983,864691136237656636
15676,23P,excitatory_neuron,0,0
15677,23P,excitatory_neuron,75865340378584941,864691136601922769
15678,astrocyte,nonneuron,75935571683552670,864691136118746904
15679,23P,excitatory_neuron,75583865535801239,864691135785825732
15680,23P,excitatory_neuron,75724877835151139,864691135864089470
15681,23P,excitatory_neuron,75795590176519004,864691135560505569
15682,23P,excitatory_neuron,75796002493439420,864691136315868311
15683,23P,excitatory_neuron,75865477884709586,864691136324529047
15684,23P,excitatory_neuron,75865821481865944,864691135462278045
15685,23P,excitatory_neuron,75935434378786899,864691136292100759
15686,23P,excitatory_neuron,76006077933770632,864691135945519140
15687,astrocyte,nonneuron,76005322086705186,864691135396390945
15706,23P,excitatory_neuron,0,0
15707,astrocyte,nonneuron,75724122055025994,864691135012371702
15708,23P,excitatory_neuron,75795590310659216,864691135274095077
15709,23P,excitatory_neuron,75865615457696609,864691136143282839
15710,23P,excitatory_neuron,75936533890667986,864691135589949195
15711,23P,excitatory_neuron,75935778043274363,864691135876009555
15712,23P,excitatory_neuron,75936602676945506,864691136123769638
16777,23P,excitatory_neuron,75936465372229554,864691136237494332
16791,23P,excitatory_neuron,75935778110561369,864691135294000908
18644,23P,excitatory_neuron,75724878170740946,864691135614145483
18647,23P,excitatory_neuron,75725359207132888,864691135581600621
18664,23P,excitatory_neuron,75865821750429529,864691135945493796
18727,23P,excitatory_neuron,73894878639188374,864691135162232877
19041,23P,excitatory_neuron,74036578200457059,864691135403774702
19158,23P,excitatory_neuron,74317297262903018,864691135135408153
19198,23P,excitatory_neuron,74598428641966481,864691135502726837
19207,23P,excitatory_neuron,74598978398008914,864691135468118156
19217,23P,excitatory_neuron,74669759458972485,864691135575854622
19223,BC,inhibitory_neuron,74880590813632595,864691136371144072
19254,23P,excitatory_neuron,74950959490720274,864691134988461178
19327,astrocyte,nonneuron,75021053356982376,864691136521606801
19372,astrocyte,nonneuron,75091147290401636,864691135782395187
19377,23P,excitatory_neuron,75232022217493683,864691136227702865
19460,MC,inhibitory_neuron,75373378114366340,864691135274096613
19543,astrocyte,nonneuron,75372003724843073,864691135476117416
19575,23P,excitatory_neuron,75373446900797235,864691136118899736
19649,23P,excitatory_neuron,75654097176701869,864691135474708288
19651,23P,excitatory_neuron,75654646932510613,864691135969795429
19652,23P,excitatory_neuron,75654303335005963,864691135730185913
19654,astrocyte,nonneuron,75724603426727382,864691136521606801
19655,BC,inhibitory_neuron,75725359274203194,864691136263951588
19658,23P,excitatory_neuron,75795178329670765,864691135581598829
19680,23P,excitatory_neuron,73965384889540220,864691136056380376
19685,23P,excitatory_neuron,73966209523102632,864691136311813693
19702,astrocyte,nonneuron,74247753219707620,864691135777217120
19704,23P,excitatory_neuron,74246722427259838,864691135134698777
19707,23P,excitatory_neuron,74246997305468007,864691135594005035
19708,NGC,inhibitory_neuron,74247821938993718,864691136324728215
19709,23P,excitatory_neuron,74246722494222596,864691136723566333
19716,microglia,nonneuron,74246859866088812,864691135777460669
19729,23P,excitatory_neuron,74599459501389500,864691135564685911
19731,23P,excitatory_neuron,74598978464840984,864691135468385618
19735,23P,excitatory_neuron,74668934892392251,864691135761535798
19750,23P,excitatory_neuron,74880384722328976,864691135385179733
19754,astrocyte,nonneuron,74809191344659004,864691135758560334
19761,23P,excitatory_neuron,74951028344326507,864691135771640315
19765,23P,excitatory_neuron,75092178149609965,864691135208201081
19771,23P,excitatory_neuron,75091491021760364,864691135754624461
19774,23P,excitatory_neuron,75302391028733877,864691136926252362
19779,23P,excitatory_neuron,75372965931549854,864691135118847709
19785,23P,excitatory_neuron,75372278803662287,864691135345607583
19798,23P,excitatory_neuron,75655196822791059,864691135134701337
19805,23P,excitatory_neuron,75724328616339450,864691136451401727
19810,23P,excitatory_neuron,75795521993890700,864691135474688832
19812,23P,excitatory_neuron,75864722573976289,864691135953781512
19817,23P,excitatory_neuron,75865959390655607,864691136123786022
19850,23P,excitatory_neuron,73824303871049521,864691135865111516
19856,BPC,inhibitory_neuron,73965591114949573,864691135536515177
19876,NGC,inhibitory_neuron,73964835200876873,864691135785809860
20052,23P,excitatory_neuron,74388559494391990,864691135700202786
20179,astrocyte,nonneuron,74739441142852776,864691136084079724
20180,23P,excitatory_neuron,74950616094704588,864691136123767846
20252,23P,excitatory_neuron,75092315655692721,864691136227921745
20258,23P,excitatory_neuron,75162340802338851,864691135815973967
20315,23P,excitatory_neuron,75301978779317564,864691135354947279
20373,23P,excitatory_neuron,75513840926214010,864691136118882840
20381,23P,excitatory_neuron,75514390681929346,864691136108742584
20421,BC,inhibitory_neuron,75653753780799189,864691136143273367
20465,23P,excitatory_neuron,75724466122138377,864691134988453242
20506,23P,excitatory_neuron,75934816440661487,864691135951978787
21455,23P,excitatory_neuron,75867264456673176,864691136807843556
21459,BPC,inhibitory_neuron,76007245963877481,864691136811907300
21588,23P,excitatory_neuron,0,0
21592,23P,excitatory_neuron,75656433303083173,864691135783403116
21593,23P,excitatory_neuron,75867951785436430,864691136273016254
21594,23P,excitatory_neuron,75938870285447317,864691135909049513
21770,23P,excitatory_neuron,76008345877663066,864691135429211833
22748,astrocyte,nonneuron,75797033553819455,864691136050810867
24440,23P,excitatory_neuron,75866852609755155,864691136922759652
24443,NGC,inhibitory_neuron,75866508945249813,864691135737953905
24445,astrocyte,nonneuron,75867883401824566,864691135864671708
24458,23P,excitatory_neuron,76008758329081755,864691136418786199
24459,BPC,inhibitory_neuron,75937564950919125,864691135310113781
24471,23P,excitatory_neuron,76008895767829465,864691135349217495
24529,23P,excitatory_neuron,74037059236601599,864691135538106482
24542,23P,excitatory_neuron,74108871089971722,864691136806915300
24552,23P,excitatory_neuron,74248371627570500,864691135467557260
24559,23P,excitatory_neuron,74318946530121609,864691135571273253
24584,23P,excitatory_neuron,74460577371845601,864691136390424703
24683,23P,excitatory_neuron,74740746678252731,864691135851384519
24688,astrocyte,nonneuron,74741914909402559,864691136672679815
24770,23P,excitatory_neuron,74883408312045306,864691135939392513
24849,astrocyte,nonneuron,75022084149109999,864691135915182438
24865,23P,excitatory_neuron,75164196093858993,864691135059268251
24907,23P,excitatory_neuron,75163302673912792,864691135945495076
24926,23P,excitatory_neuron,75163234021556532,864691135865555845
25031,23P,excitatory_neuron,75373996589630285,864691135947628641
25037,23P,excitatory_neuron,75445121248017915,864691136990806933
25040,23P,excitatory_neuron,75515215181270214,864691135660515568
25043,23P,excitatory_neuron,75444983808863554,864691135728905153
25057,23P,excitatory_neuron,75586752156349481,864691136089274167
25059,BPC,inhibitory_neuron,75586614650452471,864691135097770704
25061,23P,excitatory_neuron,75726665011080051,864691136912499185
25068,23P,excitatory_neuron,75726115188266438,864691135703173243
25079,23P,excitatory_neuron,75867058835232056,864691135345197727
25108,23P,excitatory_neuron,73827602271760179,864691136136563069
25110,23P,excitatory_neuron,0,0
25112,23P,excitatory_neuron,73827396180591039,864691135275334095
25118,23P,excitatory_neuron,74037609059437729,864691136816102116
25144,23P,excitatory_neuron,74460714877803499,864691135012453622
25145,23P,excitatory_neuron,74529571726690324,864691136104094033
25147,23P,excitatory_neuron,74600833890855964,864691135358806872
25153,23P,excitatory_neuron,74670859037856976,864691135570713581
25158,23P,excitatory_neuron,74531564658542430,864691136973706012
25163,23P,excitatory_neuron,74741502592868073,864691135952027427
25174,23P,excitatory_neuron,74813039568167831,864691136148350545
25181,23P,excitatory_neuron,74952334014710197,864691135780842832
25188,23P,excitatory_neuron,74951784191703114,864691136823163108
25204,23P,excitatory_neuron,75093483819617155,864691136123767078
25208,23P,excitatory_neuron,75094308453214425,864691135464263493
25217,astrocyte,nonneuron,75163234088521255,864691135617759375
25225,23P,excitatory_neuron,75164814703428233,864691135740938091
25230,23P,excitatory_neuron,75164058789214361,864691135012470518
25232,BC,inhibitory_neuron,75305208527587547,864691135467556236
25237,23P,excitatory_neuron,75305345899546273,864691136149706577
25243,BPC,inhibitory_neuron,75375577271568992,864691136482849836
25245,23P,excitatory_neuron,75514802864607163,864691136819445732
25251,23P,excitatory_neuron,75797446139598339,864691135582471277
25256,23P,excitatory_neuron,75866715371896260,864691135509222665
25260,23P,excitatory_neuron,75938114907999789,864691135693030591
25263,23P,excitatory_neuron,76008002616044402,864691135697769749
25281,23P,excitatory_neuron,73756546466855630,864691135807271453
25365,23P,excitatory_neuron,73827327527866827,864691135837765011
25442,23P,excitatory_neuron,74107771712518132,864691136951642335
25448,23P,excitatory_neuron,74107428115033513,864691135104542541
25470,NGC,inhibitory_neuron,0,0
25473,BPC,inhibitory_neuron,74178484053895129,864691136371108232
25505,BPC,inhibitory_neuron,74249127676115632,864691136143541911
25564,BPC,inhibitory_neuron,74389796444844362,864691136292558999
25566,23P,excitatory_neuron,74671271421867717,864691135387532161
25567,astrocyte,nonneuron,74671683738589674,864691135724192171
25580,23P,excitatory_neuron,74811527873608971,864691135654621378
25712,23P,excitatory_neuron,75163302875157815,864691136816114148
25789,23P,excitatory_neuron,75375371180519939,864691136008585902
25907,23P,excitatory_neuron,0,0
25962,astrocyte,nonneuron,75798202120728816,864691135915330918
25976,23P,excitatory_neuron,76008415000162571,864691135807272221
27446,MC,inhibitory_neuron,0,0
27447,BPC,inhibitory_neuron,75939076444229887,864691136195442764
27448,23P,excitatory_neuron,76010544699714040,864691136194529238
27475,23P,excitatory_neuron,75940450967736361,864691135593557035
27476,23P,excitatory_neuron,76009307883752301,864691135501810013
29884,23P,excitatory_neuron,73899895161090795,864691136333746355
29937,microglia,nonneuron,74110657796142722,864691135939649958
29954,astrocyte,nonneuron,74180201906836782,864691136118413336
29973,23P,excitatory_neuron,74321626589859477,864691135122295079
30018,4P,excitatory_neuron,74463326150854275,864691135617737103
30048,23P,excitatory_neuron,74533007700388873,864691135571221285
30238,MC,inhibitory_neuron,74954670409448029,864691136296739099
30291,23P,excitatory_neuron,74884439104436860,864691135699275042
30563,23P,excitatory_neuron,75306582849934235,864691136084042860
30585,oligo,nonneuron,75378119824965420,864691135644951791
30588,23P,excitatory_neuron,75446839235066972,864691136483656492
30599,23P,excitatory_neuron,75587508003566484,864691136236651535
30602,23P,excitatory_neuron,75658838820521573,864691135725929023
30607,23P,excitatory_neuron,75657739376072304,864691134940718179
30609,4P,excitatory_neuron,75729619948589456,864691134964448287
30630,BPC,inhibitory_neuron,75729207564983246,864691136422822959
30644,4P,excitatory_neuron,75729963478865887,864691136422867759
30658,microglia,nonneuron,75798957900580605,864691135701359227
30674,MC,inhibitory_neuron,75869120486226988,864691135753678541
30706,23P,excitatory_neuron,75939214352681723,864691135272178705
30708,23P,excitatory_neuron,76009445590966402,864691135294045964
30713,4P,excitatory_neuron,76011369736447071,864691135776620896
30724,oligo,nonneuron,73688033081295902,864691135782750259
30729,4P,excitatory_neuron,73829870081493044,864691135560468961
30732,23P,excitatory_neuron,73829251606169539,864691135739618196
30735,23P,excitatory_neuron,73899001808046391,864691136577941268
30748,23P,excitatory_neuron,74040151680489747,864691135278365089
30756,23P,excitatory_neuron,74039189607725745,864691136423041583
30768,23P,excitatory_neuron,74040701436173749,864691136911950577
30783,BC,inhibitory_neuron,74039395832932839,864691135976025667
30812,23P,excitatory_neuron,74321145620382298,864691135013977238
30814,astrocyte,nonneuron,74392613876602411,864691135104244557
30819,BPC,inhibitory_neuron,74392338998857919,864691135564915031
30835,4P,excitatory_neuron,74463394937264044,864691135992486593
30897,23P,excitatory_neuron,74814688902801128,864691135099838240
30926,23P,excitatory_neuron,75025245379125479,864691135927427028
30932,23P,excitatory_neuron,75096301318130322,864691135208161401
30935,23P,excitatory_neuron,75025039220640157,864691135478585798
30940,4P,excitatory_neuron,75096713635335039,864691135490835047
30947,23P,excitatory_neuron,75235527044891929,864691135823391340
30983,4P,excitatory_neuron,75237451056427286,864691135469590457
31001,23P,excitatory_neuron,75306445477852230,864691135622549929
31017,23P,excitatory_neuron,75516933235463692,864691135181824514
31019,4P,excitatory_neuron,75659388777476621,864691135194418986
31022,23P,excitatory_neuron,75728451717850309,864691136117388452
31023,astrocyte,nonneuron,75729551296289119,864691135809456844
31027,23P,excitatory_neuron,0,0
31030,23P,excitatory_neuron,75729551296589361,864691135337743846
31032,23P,excitatory_neuron,75798751809570606,864691135939649702
31033,23P,excitatory_neuron,75798270839974463,864691135683615218
31150,4P,excitatory_neuron,73970057881025561,864691136388279671
31554,23P,excitatory_neuron,74603170420202076,864691136144780183
31608,astrocyte,nonneuron,74602345786537054,864691136208983740
31632,23P,excitatory_neuron,74673195567183815,864691135345220511
31640,oligo,nonneuron,74744595103483498,864691135644599023
31717,23P,excitatory_neuron,74883752043840994,864691135785293252
31752,23P,excitatory_neuron,75025589043777728,864691135393988085
31774,23P,excitatory_neuron,75025863921742972,864691136287365059
31919,23P,excitatory_neuron,75446701997280935,864691136903968946
31928,23P,excitatory_neuron,75447389191990572,864691135654090434
32022,astrocyte,nonneuron,75869120620684145,864691135478284230
33286,4P,excitatory_neuron,76011781650467881,864691135278837665
35830,4P,excitatory_neuron,74182332210561358,864691135307106630
35842,BPC,inhibitory_neuron,74183912758566874,864691135317140431
35991,4P,excitatory_neuron,74534038492355255,864691135594331947
36014,BPC,inhibitory_neuron,74535069284468463,864691135569341062
36026,4P,excitatory_neuron,74675531895120477,864691135926317012
36068,4P,excitatory_neuron,74886363249498456,864691135740187243
36080,4P,excitatory_neuron,74887256602809802,864691136108738488
36099,4P,excitatory_neuron,74887050444603155,864691135208722297
36178,4P,excitatory_neuron,75096988378775081,864691136209027260
36213,4P,excitatory_neuron,75237863373264930,864691135208188793
36227,astrocyte,nonneuron,75238413128992972,864691135577284101
36229,4P,excitatory_neuron,75309469068034942,864691135987722499
36232,5P-ET,excitatory_neuron,75378257197168719,864691135615794025
36237,4P,excitatory_neuron,75379356708729235,864691135429251632
36241,4P,excitatory_neuron,75379494214746102,864691135758476622
36249,astrocyte,nonneuron,75449931611352863,864691136020333048
36257,4P,excitatory_neuron,75519750666825406,864691135581601133
36281,4P,excitatory_neuron,75591150135897939,864691135113698969
36297,BC,inhibitory_neuron,75731200496624732,864691136272983742
36310,4P,excitatory_neuron,75801019484959692,864691134964448031
36372,4P,excitatory_neuron,75943337521129252,864691136444776323
36374,4P,excitatory_neuron,76012812845411279,864691135858711912
36377,4P,excitatory_neuron,76082013425369912,864691136040185854
36428,BPC,inhibitory_neuron,73902162971272062,864691135316983503
36434,astrocyte,nonneuron,73901819373385924,864691135724192683
36437,4P,excitatory_neuron,73972531715072276,864691136194015190
36438,4P,excitatory_neuron,74112375850339331,864691136922724324
36461,4P,excitatory_neuron,74184118984061298,864691135269671333
36472,4P,excitatory_neuron,74324512875018623,864691136099761781
36501,4P,excitatory_neuron,74605369376498357,864691136209003196
36507,MC,inhibitory_neuron,74604888339858470,864691135660710128
36513,4P,excitatory_neuron,74606056571270657,864691135851110343
36520,BPC,inhibitory_neuron,74674775981036517,864691135715476506
36522,4P,excitatory_neuron,74675875559335788,864691136486748178
36528,4P,excitatory_neuron,74816063292381614,864691135335346921
36540,4P,excitatory_neuron,75027994158598721,864691135589883403
36554,4P,excitatory_neuron,75027925438611498,864691136618703501
36587,4P,excitatory_neuron,75238000879317874,864691135909788329
36592,4P,excitatory_neuron,75238344476849146,864691135469383609
36595,4P,excitatory_neuron,75309262976652764,864691135988291584
36598,MC,inhibitory_neuron,0,0
36601,4P,excitatory_neuron,75450206623546897,864691135748544297
36611,oligo,nonneuron,75450412782053394,864691135373405128
36622,BC,inhibitory_neuron,75731269283253431,864691135463137598
36626,4P,excitatory_neuron,75660350783187528,864691135212663168
36628,astrocyte,nonneuron,75731475442006250,864691135440750152
36631,4P,excitatory_neuron,75801088271814407,864691135538107506
36634,4P,excitatory_neuron,75802119130604255,864691135479084486
36648,4P,excitatory_neuron,75802462661466669,864691136024804409
36655,OPC,nonneuron,75871663174440751,864691135181753090
36657,4P,excitatory_neuron,75941138565361829,864691135335159273
36817,4P,excitatory_neuron,74041594856298211,864691135571249701
37079,4P,excitatory_neuron,74605575602053222,864691136194013910
37081,BC,inhibitory_neuron,74604544809841866,864691136723541757
37185,4P,excitatory_neuron,75026688555492893,864691136389264503
37296,4P,excitatory_neuron,75308919446557366,864691136194056406
37334,4P,excitatory_neuron,75520025678857263,864691136194297164
37403,4P,excitatory_neuron,75591356495805315,864691136105450969
37417,4P,excitatory_neuron,75660144691909327,864691135428717616
37418,MC,inhibitory_neuron,75661381642698723,864691136776392558
37445,4P,excitatory_neuron,75941344790994818,864691135622527401
41027,4P,excitatory_neuron,74466006210327066,864691136390398079
41045,5P-IT,excitatory_neuron,74537062149410022,864691135850447559
41111,5P-IT,excitatory_neuron,74749199173880472,864691136136618365
41131,MC,inhibitory_neuron,74818193528730660,864691135497605139
41169,4P,excitatory_neuron,74958931016998615,864691136361891554
41260,5P-IT,excitatory_neuron,75099462346919042,864691135490582247
41307,5P-ET,excitatory_neuron,75310224982064305,864691136100788341
41316,oligo,nonneuron,75170037249645419,864691135013363350
41433,23P,excitatory_neuron,75521674812193537,864691135909176552
41465,5P-IT,excitatory_neuron,75663786690013676,864691135850416327
41472,microglia,nonneuron,75591631239415137,864691135256464303
41501,4P,excitatory_neuron,75802737471998263,864691135969774181
41531,5P-IT,excitatory_neuron,75945055508176689,864691136108739256
41541,BC,inhibitory_neuron,76015561624215671,864691135162201133
41546,5P-IT,excitatory_neuron,76085999088133488,864691136108735160
41552,4P,excitatory_neuron,76014049795800064,864691136056321496
41590,4P,excitatory_neuron,74114093837406226,864691135951954467
41603,BPC,inhibitory_neuron,74255106203792718,864691135317008847
41614,BPC,inhibitory_neuron,74326299581159807,864691136819498862
41618,5P-IT,excitatory_neuron,0,0
41622,BPC,inhibitory_neuron,0,0
41624,5P-IT,excitatory_neuron,74677593546306024,864691136370813576
41638,5P-IT,excitatory_neuron,74818674632385148,864691135348291031
41641,4P,excitatory_neuron,74747550040644403,864691135396396577
41658,BPC,inhibitory_neuron,74748649418467120,864691136522739345
41705,BPC,inhibitory_neuron,74888493620745318,864691135937334325
41708,microglia,nonneuron,74889936662637286,864691135307077446
41711,astrocyte,nonneuron,74958243822499519,864691134988373370
41716,BPC,inhibitory_neuron,75240955816706115,864691135345892511
41723,4P,excitatory_neuron,75240062463800016,864691135293852172
41729,4P,excitatory_neuron,75380593793617738,864691135387492225
41733,5P-IT,excitatory_neuron,75240681005770566,864691136903043250
41734,NGC,inhibitory_neuron,0,0
41739,astrocyte,nonneuron,75452336927401946,864691136023728697
41756,BC,inhibitory_neuron,75593486732265112,864691135212594560
41785,astrocyte,nonneuron,75662824684622713,864691135730098617
41794,4P,excitatory_neuron,75732712459182012,864691135991481793
41805,5P-IT,excitatory_neuron,75874137075211634,864691135345111455
41809,5P-IT,excitatory_neuron,75874549392042193,864691135593859883
41823,5P-IT,excitatory_neuron,75945055575542742,864691136577465876
41824,4P,excitatory_neuron,75873999636661902,864691135866363926
42327,astrocyte,nonneuron,74606812552505294,864691135462231453
42329,BC,inhibitory_neuron,74678418247467457,864691135207775865
42341,BPC,inhibitory_neuron,74818605979781236,864691136717616750
42349,4P,excitatory_neuron,74888562406981529,864691135501816669
42372,4P,excitatory_neuron,74958793712458507,864691135570712045
42407,4P,excitatory_neuron,75240749725553208,864691135937398325
42439,5P-IT,excitatory_neuron,75311599506024442,864691136619225741
42477,oligo,nonneuron,75450756446311925,864691135593498923
42480,BPC,inhibitory_neuron,75382586725273395,864691135517547204
42495,BC,inhibitory_neuron,75521606226789633,864691136577985300
42566,oligo,nonneuron,75523186774901004,864691136099776629
42596,oligo,nonneuron,75522980616525617,864691135850396103
42711,oligo,nonneuron,75802806325728139,864691135366964729
42734,4P,excitatory_neuron,76014599752939409,864691135428494128
42754,4P,excitatory_neuron,76014049997158043,864691134988456826
44802,5P-IT,excitatory_neuron,74610454550455587,864691136602084305
44803,oligo,nonneuron,74539261172581818,864691135334490857
44804,oligo,nonneuron,74679448905295699,864691136023743289
44805,oligo,nonneuron,74750711002680440,864691135657632550
44806,astrocyte,nonneuron,74891379771521551,864691135354916047
44808,5P-IT,excitatory_neuron,75171823955927228,864691135415460794
44809,BPC,inhibitory_neuron,75102760881901222,864691135614145739
44810,5P-IT,excitatory_neuron,75173610662350518,864691136194107606
44813,5P-IT,excitatory_neuron,75384373297494157,864691135081784055
44827,astrocyte,nonneuron,75313248639255279,864691135754555858
44830,BC,inhibitory_neuron,75666054365632418,864691136741782876
44835,MC,inhibitory_neuron,75875992367181027,864691136272926142
44866,astrocyte,nonneuron,74187073921454521,864691135454068330
44889,4P,excitatory_neuron,74328842201757569,864691136952137183
44936,BC,inhibitory_neuron,74820804935868852,864691136194019286
44937,BPC,inhibitory_neuron,74820461405419788,864691135386053717
44942,5P-IT,excitatory_neuron,74821560850106849,864691135609455879
44977,astrocyte,nonneuron,75031155254157249,864691136723530493
45022,5P-IT,excitatory_neuron,75103310704865536,864691135211415488
45026,5P-IT,excitatory_neuron,75172786095772933,864691135850414023
45037,pericyte,nonneuron,75242055261563771,864691136730213742
45053,5P-ET,excitatory_neuron,75383342572526251,864691137019576942
45058,5P-IT,excitatory_neuron,75382930255818244,864691135644557807
45098,5P-IT,excitatory_neuron,75594861188827936,864691135494855312
45128,5P-IT,excitatory_neuron,75665710969305225,864691136483759148
45150,MC,inhibitory_neuron,75734773976778372,864691135525042884
45154,oligo,nonneuron,75735186293667334,864691135415461306
45167,5P-ET,excitatory_neuron,75806242232233507,864691135918848432
45199,BPC,inhibitory_neuron,75876198659620154,864691135927077902
45616,5P-ET,excitatory_neuron,74610179806841778,864691135208178553
45802,MC,inhibitory_neuron,74961954808313324,864691136952278751
45841,5P-ET,excitatory_neuron,74960855296721461,864691135684095218
45884,5P-IT,excitatory_neuron,75101180468335513,864691135341807045
45908,oligo,nonneuron,75102761016385082,864691136010944163
45954,BPC,inhibitory_neuron,75383273920372330,864691135937164548
45999,5P-IT,excitatory_neuron,75666260725569765,864691136443711107
50425,5P-IT,excitatory_neuron,74681579208949086,864691135490569959
50426,oligo,nonneuron,74892548002446724,864691135553541579
50427,5P-IT,excitatory_neuron,75175122490901054,864691136089509431
50428,astrocyte,nonneuron,75314623028479548,864691135583682936
50429,5P-IT,excitatory_neuron,75526416455916624,864691135510410704
50430,5P-NP,excitatory_neuron,75597609833773234,864691135407293897
50431,microglia,nonneuron,75738141163638226,864691135560475361
50432,5P-IT,excitatory_neuron,74329735555146951,864691135771684939
50433,5P-NP,excitatory_neuron,74401409969325159,864691135753647966
50434,BPC,inhibitory_neuron,74611347971000658,864691135360114247
50435,5P-IT,excitatory_neuron,74612447482696655,864691135210363584
50436,BPC,inhibitory_neuron,74682129031718720,864691135777789280
50437,NGC,inhibitory_neuron,0,0
50438,astrocyte,nonneuron,74752978745469913,864691136521589393
50439,5P-ET,excitatory_neuron,75034041472331027,864691136286569923
50440,BPC,inhibitory_neuron,75105234783264440,864691136091728564
50441,oligo,nonneuron,75244735387738711,864691136005104074
50442,6P-IT,excitatory_neuron,75316341082735662,864691135567712748
50443,oligo,nonneuron,75385404223715985,864691135516177107
50444,5P-IT,excitatory_neuron,75527103717843804,864691135740215147
50445,5P-ET,excitatory_neuron,75525591889128482,864691135783617871
50446,oligo,nonneuron,75527309876197052,864691135415482810
50447,5P-IT,excitatory_neuron,75667360169899569,864691136371454088
50448,5P-ET,excitatory_neuron,76018310537734192,864691136237513020
50449,BC,inhibitory_neuron,76018860293463812,864691135589911051
50450,MC,inhibitory_neuron,76018654201904214,864691135938504245
50451,BPC,inhibitory_neuron,76020028524799767,864691135415489978
50452,BPC,inhibitory_neuron,74471091585867323,864691136390397567
50453,oligo,nonneuron,75103516930292157,864691135647031846
50454,5P-NP,excitatory_neuron,75316066272081159,864691135567745516
50455,5P-NP,excitatory_neuron,75384854468120667,864691136602236625
50458,microglia,nonneuron,75455841687671119,864691135472023346
50459,6P-CT,excitatory_neuron,75949384969700189,864691135657809538
50462,5P-IT,excitatory_neuron,76018654202160806,864691135122878759
55666,6P-IT,excitatory_neuron,74824721879211279,864691135718472241
55678,6P-IT,excitatory_neuron,75107296367375853,864691135382900715
55747,pericyte,nonneuron,75247346660982495,864691135781741391
55775,astrocyte,nonneuron,75316890771409733,864691135272144145
55854,6P-IT,excitatory_neuron,75599877576546455,864691136050830067
55893,6P-IT,excitatory_neuron,75598984223290527,864691135272175377
55894,MC,inhibitory_neuron,75668734492238944,864691135858706024
55895,oligo,nonneuron,75599602698492616,864691135937163268
55896,6P-IT,excitatory_neuron,75880253041464573,864691135781479503
55897,astrocyte,nonneuron,75951308980701995,864691136023771961
55898,6P-IT,excitatory_neuron,75881696150473919,864691136286538179
55901,astrocyte,nonneuron,74613890591504931,864691135939375105
55902,astrocyte,nonneuron,74684259335510828,864691135122315047
55907,6P-IT,excitatory_neuron,74684740372059925,864691136311729213
55908,pericyte,nonneuron,74685015183025339,864691134734666356
55912,6P-CT,excitatory_neuron,75035553300638517,864691136273648909
55913,6P-IT,excitatory_neuron,75107227715085568,864691136273626893
55914,5P-NP,excitatory_neuron,75178008776009451,864691136039379710
55915,6P-IT,excitatory_neuron,75175947258642924,864691135746476879
55916,BPC,inhibitory_neuron,75317715539155496,864691135468618636
55917,6P-CT,excitatory_neuron,75388290374882677,864691135502877365
55918,5P-NP,excitatory_neuron,75669078156535410,864691135743082831
55919,6P-IT,excitatory_neuron,75670246321052801,864691136594783394
55920,BPC,inhibitory_neuron,75739034651049621,864691135783324495
55921,6P-IT,excitatory_neuron,75811327473732817,864691135065014340
55922,5P-NP,excitatory_neuron,75879772072525229,864691135208181881
55923,6P-CT,excitatory_neuron,75952133681747853,864691135700251771
55924,6P-IT,excitatory_neuron,75952133681318529,864691135517355146
55926,5P-NP,excitatory_neuron,74755521500131868,864691135776566624
55927,oligo,nonneuron,75107571379645501,864691136378779093
55928,6P-CT,excitatory_neuron,75527997138268398,864691136117007268
55929,6P-IT,excitatory_neuron,75670590052541308,864691135568901510
59106,6P-IT,excitatory_neuron,74756139841381104,864691136140401890
59117,5P-NP,excitatory_neuron,74827195780189904,864691136672666247
