pre_pt_root_id,post_pt_root_id,n
864691135447396948,864691136740924764,1
864691135447396948,864691136742071900,1
864691135447399508,864691136724624125,1
864691135447402068,864691136723596797,2
864691135447402068,864691136724630269,2
864691135447429716,864691136724542973,1
864691135447451476,864691136741221468,1
864691135447451476,864691136743402862,1
864691135447452500,864691136740886108,1
864691135447487378,864691136758676598,1
864691135447551634,864691136732833902,1
864691135447560276,864691136743402862,1
864691135447569236,864691136724121853,1
864691135447576916,864691136743147612,1
864691135447590996,864691136743424348,1
864691135447624082,864691136732973422,1
864691135447662420,864691136741444444,1
864691135447888274,864691136725773053,1
864691135447899122,864691136732833902,1
864691135448115028,864691136724121853,1
864691135448115028,864691136724542973,2
864691135448165010,864691136742921308,2
864691135448212882,864691136755547502,2
864691135448215698,864691136742921308,1
864691135448256146,864691136743424348,3
864691135448332372,864691136741539420,1
864691135448343442,864691136742921308,1
864691135448359314,864691136741774684,1
864691135448394898,864691136725391357,1
864691135448394898,864691136725773053,2
864691135448520276,864691136725391357,2
864691135448520276,864691136725773053,1
864691135454047082,864691136732833902,2
864691135454049898,864691136724511485,1
864691135454050154,864691136743424348,1
864691135454089578,864691136741531228,1
864691135454458986,864691136741497692,1
864691135454799722,864691136743364188,1
864691135454989418,864691136736141422,1
864691135455026282,864691136741532764,1
864691135455055978,864691136740924764,1
864691135455103338,864691136742438492,1
864691135455123562,864691136724121853,1
864691135455279466,864691136725878269,1
864691135455365994,864691136755312238,1
864691135455486826,864691136732833902,1
864691135455689578,864691136725868541,1
864691135455819114,864691136725868541,1
864691135455819114,864691136742921308,1
864691135455957610,864691136725773053,1
864691135455977578,864691136732833902,2
864691135455977578,864691136741530460,1
864691135456054212,864691136724687613,2
864691135456054212,864691136740924764,1
864691135456054212,864691136741497692,4
864691135456095082,864691136741991772,1
864691135456200554,864691136758865774,1
864691135456534890,864691136742921308,1
864691135456535658,864691136724472317,1
864691135456535658,864691136725878269,5
864691135456535658,864691136741497180,2
864691135456535658,864691136741531228,4
864691135456535658,864691136742921308,9
864691135456647018,864691136725356541,1
864691135456873578,864691136741991772,1
864691135456873578,864691136742921308,1
864691135456920938,864691136740460636,1
864691135456920938,864691136741497180,1
864691135459568580,864691136740886108,1
864691135459719108,864691136724880893,1
864691135462259101,864691136741465692,1
864691135462265245,864691136740891740,1
864691135462281373,864691136724540157,2
864691135462689086,864691136724334845,1
864691135462716061,864691136723596797,1
864691135462716061,864691136724630269,1
864691135462718014,864691136741500252,1
864691135462722110,864691136723596797,2
864691135462722878,864691136743402862,1
864691135462725694,864691136740562012,1
864691135462744382,864691136724687613,1
864691135462745918,864691136743402862,1
864691135462747198,864691136740562012,1
864691135462749246,864691136724511485,1
864691135462749246,864691136742071900,3
864691135462749246,864691136743364188,1
864691135462759998,864691136736141422,1
864691135462781246,864691136743424348,1
864691135462781502,864691136724542973,1
864691135462781502,864691136740416092,1
864691135462954302,864691136724121853,1
864691135463063965,864691136724687613,2
864691135463063965,864691136736141422,1
864691135463076414,864691136725773053,1
864691135463094846,864691136724575741,1
864691135463137086,864691136724121853,1
864691135463173950,864691136742438492,2
864691135463234717,864691136739179118,2
864691135463242909,864691136740888156,1
864691135463264157,864691136736141422,1
864691135463312541,864691136732833902,1
864691135463404445,864691136740416092,1
864691135463407005,864691136724066557,1
864691135463407005,864691136740841564,1
864691135463436445,864691136724121853,2
864691135463498046,864691136741182812,1
864691135463500613,864691136732833902,1
864691135463501381,864691136743424348,1
864691135463504702,864691136742800476,1
864691135463523909,864691136724153853,1
864691135463606846,864691136740891740,2
864691135463704638,864691136740886108,1
864691135463750813,864691136741497180,1
864691135463752254,864691136732833902,1
864691135463752254,864691136732973422,3
864691135463777861,864691136732973422,1
864691135463802174,864691136740888156,1
864691135463805758,864691136743364188,1
864691135463821893,864691136741430364,1
864691135463826333,864691136740886108,1
864691135463920702,864691136732833902,1
864691135463920702,864691136741530460,1
864691135463921470,864691136732833902,2
864691135463950910,864691136742921308,2
864691135464065854,864691136732833902,1
864691135464076701,864691136740440412,1
864691135464089245,864691136724121853,1
864691135464137534,864691136741182812,1
864691135464263749,864691136743296484,1
864691135464273982,864691136724153853,2
864691135464273982,864691136724360957,1
864691135464273982,864691136724511485,2
864691135464273982,864691136724880893,1
864691135464273982,864691136740460636,6
864691135464273982,864691136740924764,1
864691135464284997,864691136741221468,1
864691135464302493,864691136740886108,1
864691135464384669,864691136732833902,1
864691135464397381,864691136724880893,1
864691135464404293,864691136741497692,1
864691135464418973,864691136725773053,1
864691135464418973,864691136741991772,2
864691135464456261,864691136758676598,1
864691135464471965,864691136725868541,10
864691135464471965,864691136742800476,1
864691135464471965,864691136743296484,2
864691135464482629,864691136741756252,1
864691135464482629,864691136743402862,1
864691135464593470,864691136746178532,1
864691135464624453,864691136736141422,1
864691135464714565,864691136741756252,1
864691135464787525,864691136758676598,1
864691135464796222,864691136741497180,1
864691135464796222,864691136741991772,1
864691135464796222,864691136742921308,1
864691135464805021,864691136741530460,1
864691135464828317,864691136745644004,1
864691135464921406,864691136724511485,1
864691135464921406,864691136725878269,3
864691135464921406,864691136740888156,2
864691135464921406,864691136741497180,1
864691135464921406,864691136742071900,2
864691135464921406,864691136742921308,2
864691135465036350,864691136725356541,1
864691135465098141,864691136743169372,1
864691135465107869,864691136724023037,1
864691135465107869,864691136724153853,1
864691135465142429,864691136725356541,1
864691135465142429,864691136740406108,2
864691135465170238,864691136741530460,1
864691135465205573,864691136741412444,1
864691135465220926,864691136742921308,2
864691135465254469,864691136741991772,1
864691135465599045,864691136725773053,1
864691135466025285,864691136755547502,1
864691135466393157,864691136745644004,1
864691135466405957,864691136741444444,3
864691135466405957,864691136743296484,2
864691135466408261,864691136755547502,1
864691135466494533,864691136725391357,1
864691135467539340,864691136732833902,1
864691135467555724,864691136725773053,1
864691135467602572,864691136736141422,1
864691135467941004,864691136723596797,1
864691135468022156,864691136741497692,1
864691135468151378,864691136724121853,1
864691135468178002,864691136732973422,1
864691135468242828,864691136741530460,1
864691135468327052,864691136724121853,2
864691135468342866,864691136723598077,2
864691135468381778,864691136724542973,1
864691135468385106,864691136723596797,4
864691135468408402,864691136724121853,1
864691135468408402,864691136724687613,2
864691135468408402,864691136740460636,1
864691135468408402,864691136740841564,2
864691135468419212,864691136758865774,1
864691135468524172,864691136743147612,1
864691135468550540,864691136724540157,1
864691135468608140,864691136740924764,1
864691135468643212,864691136724121853,2
864691135468655500,864691136741182812,2
864691135468655500,864691136742438492,2
864691135468682636,864691136724153853,1
864691135468706700,864691136724382973,3
864691135468706700,864691136725134589,5
864691135468706700,864691136741839452,1
864691135468706700,864691136758676598,2
864691135468854156,864691136724624125,1
864691135468916050,864691136724392701,1
864691135468926546,864691136743402862,3
864691135468948364,864691136741774684,1
864691135468952972,864691136732833902,1
864691135468952972,864691136740433756,1
864691135468952972,864691136741465692,1
864691135468995154,864691136740433756,1
864691135469010514,864691136741533532,1
864691135469090898,864691136724360957,2
864691135469090898,864691136740460636,1
864691135469090898,864691136740924764,3
864691135469446482,864691136732833902,1
864691135469446482,864691136741465692,1
864691135469525842,864691136740886108,1
864691135469566802,864691136758865774,2
864691135469617804,864691136743424348,2
864691135469780562,864691136725773053,3
864691135469802124,864691136741530460,1
864691135469802124,864691136746178532,3
864691135469895308,864691136724327165,1
864691135469895308,864691136725878269,2
864691135469895308,864691136741412444,4
864691135469895308,864691136741465692,1
864691135469895308,864691136743147612,1
864691135470061394,864691136724121853,2
864691135470061394,864691136724443389,1
864691135470061394,864691136743364188,1
864691135470700626,864691136755547502,2
864691135470728786,864691136725391357,1
864691135470820946,864691136724121853,1
864691135470820946,864691136740416092,2
864691135472017970,864691136741465692,1
864691135472040498,864691136724121853,2
864691135472062770,864691136736141422,2
864691135472454962,864691136724334845,1
864691135472721714,864691136732833902,1
864691135472743474,864691136741530460,1
864691135472807474,864691136724687613,1
864691135472973618,864691136743424348,2
864691135472982578,864691136745644004,1
864691135472990002,864691136741444444,1
864691135472995122,864691136740924764,1
864691135473001522,864691136724066557,1
864691135473050418,864691136723598077,1
864691135473207090,864691136740460636,1
864691135473417010,864691136740886108,1
864691135473417010,864691136743424348,3
864691135473578802,864691136740402524,2
864691135473914674,864691136725356541,1
864691135474199492,864691136743424348,1
864691135474312754,864691136724327165,1
864691135474312754,864691136725868541,1
864691135474312754,864691136740891740,1
864691135474312754,864691136741182812,1
864691135474312754,864691136741444444,3
864691135474362930,864691136725773053,1
864691135474362930,864691136741991772,1
864691135474481458,864691136741530460,5
864691135474608192,864691136724334845,1
864691135474609728,864691136724121853,1
864691135474609728,864691136741756252,1
864691135474609728,864691136742047324,2
864691135474620480,864691136724880893,1
864691135474620480,864691136740841564,1
864691135474627392,864691136740924764,1
864691135474632256,864691136742921308,1
864691135474714176,864691136724153853,2
864691135474771264,864691136743364188,1
864691135474954816,864691136724382973,1
864691135475440704,864691136724880893,1
864691135475514432,864691136755547502,2
864691135475514944,864691136741539420,1
864691135475545152,864691136740924764,1
864691135475567424,864691136724575741,1
864691135475652160,864691136741532764,1
864691135475682112,864691136742047324,1
864691135475686976,864691136741991772,1
864691135475698240,864691136736141422,1
864691135475713344,864691136740886108,1
864691135475770176,864691136743424348,2
864691135475798848,864691136742921308,1
864691135475914304,864691136724880893,1
864691135475935552,864691136741532764,1
864691135475995968,864691136724153853,1
864691135475995968,864691136724360957,3
864691135475995968,864691136742047324,1
864691135476105896,864691136740402524,1
864691135476119720,864691136741455196,2
864691135476124328,864691136724023037,1
864691135476138408,864691136724023037,1
864691135476146088,864691136742438492,1
864691135476167592,864691136740924764,1
864691135476219332,864691136741221468,1
864691135476322624,864691136740416092,1
864691135476325952,864691136725356541,2
864691135476335016,864691136724121853,1
864691135476335016,864691136736141422,1
864691135476335016,864691136742047324,1
864691135476388520,864691136724121853,1
864691135476389032,864691136740416092,1
864691135476431680,864691136743296484,2
864691135476431680,864691136744961252,1
864691135476431680,864691136745644004,2
864691135476499264,864691136741530460,1
864691135476561320,864691136743296484,1
864691135476566696,864691136741497692,1
864691135476666688,864691136741323612,2
864691135476758440,864691136732833902,1
864691135476839848,864691136732833902,1
864691135476841384,864691136740886108,1
864691135476857512,864691136742800476,1
864691135476915880,864691136745644004,1
864691135476968000,864691136725889277,2
864691135476978088,864691136742921308,2
864691135476987304,864691136740924764,2
864691135477007272,864691136725391357,1
864691135477007272,864691136741991772,1
864691135477013928,864691136732833902,1
864691135477013928,864691136743147612,3
864691135477014696,864691136740891740,1
864691135477026984,864691136732973422,1
864691135477034920,864691136736141422,2
864691135477034920,864691136740924764,1
864691135477034920,864691136741497692,2
864691135477183808,864691136725868541,1
864691135477292968,864691136725773053,1
864691135477338792,864691136724540157,2
864691135477338792,864691136740886108,1
864691135477338792,864691136743424348,1
864691135477375808,864691136725391357,1
864691135477375808,864691136725773053,2
864691135477418920,864691136742438492,1
864691135477445032,864691136745254116,1
864691135477469352,864691136740886108,1
864691135477469864,864691136724540157,1
864691135477469864,864691136743424348,1
864691135477530176,864691136725356541,1
864691135477535144,864691136741774684,1
864691135477584296,864691136732833902,1
864691135477615784,864691136724540157,1
864691135477615784,864691136740886108,1
864691135477826472,864691136732833902,1
864691135477976744,864691136741530460,1
864691135478171048,864691136741444444,1
864691135478171048,864691136742438492,2
864691135478171048,864691136743169372,7
864691135478175656,864691136724382973,1
864691135478175656,864691136724511485,2
864691135478175656,864691136725878269,1
864691135478175656,864691136740835932,1
864691135478257350,864691136741465692,1
864691135478268840,864691136741500252,1
864691135478293190,864691136743402862,1
864691135478302406,864691136743402862,1
864691135478303174,864691136724121853,1
864691135478492840,864691136724540157,1
864691135478492840,864691136732973422,1
864691135478492840,864691136740886108,1
864691135478492840,864691136743424348,7
864691135478540230,864691136741774684,3
864691135478581446,864691136755312238,2
864691135478625448,864691136725773053,1
864691135478625448,864691136741991772,1
864691135478663366,864691136740798556,1
864691135478687430,864691136741533532,1
864691135478775238,864691136740416092,1
864691135479024582,864691136740886108,2
864691135479125446,864691136740891740,1
864691135479167430,864691136741182812,1
864691135479243462,864691136741530460,2
864691135479248070,864691136742047324,2
864691135479258054,864691136724687613,1
864691135479395526,864691136725773053,1
864691135479404230,864691136732973422,1
864691135479404230,864691136741465692,1
864691135479440070,864691136724360957,2
864691135479440070,864691136740924764,1
864691135479440070,864691136742047324,1
864691135479473350,864691136741221468,1
864691135480152262,864691136740841564,1
864691135480182982,864691136732833902,3
864691135480311494,864691136732833902,1
864691135480537542,864691136740406108,3
864691135480537542,864691136755547502,1
864691135480537542,864691136758865774,1
864691135480553414,864691136724360957,4
864691135480553414,864691136724624125,1
864691135480553414,864691136724880893,4
864691135480553414,864691136736141422,1
864691135480553414,864691136740460636,2
864691135480553414,864691136740841564,1
864691135480553414,864691136740924764,2
864691135480553414,864691136741497692,1
864691135480592838,864691136724624125,1
864691135480592838,864691136740835932,1
864691135480678086,864691136724121853,1
864691135480840390,864691136743169372,1
864691135481144518,864691136724023037,1
864691135481144518,864691136724153853,1
864691135481144518,864691136740924764,1
864691135484320452,864691136740841564,1
864691135488122564,864691136741455196,1
864691135488218938,864691136741465692,1
864691135488237114,864691136724540157,1
864691135488240954,864691136724441085,1
864691135488254266,864691136724687613,1
864691135488254266,864691136740841564,1
864691135488282426,864691136755312238,2
864691135488486202,864691136724121853,1
864691135488491066,864691136741221468,1
864691135488491066,864691136741533532,1
864691135488497978,864691136741533532,2
864691135488688186,864691136758676598,1
864691135488715578,864691136743424348,1
864691135488719674,864691136741530460,1
864691135488742714,864691136740924764,2
864691135488751162,864691136740460636,1
864691135488981818,864691136741285468,1
864691135489343802,864691136741774684,1
864691135489467194,864691136741991772,3
864691135489479738,864691136742438492,2
864691135489486650,864691136743424348,1
864691135489594682,864691136743424348,1
864691135489836346,864691136740924764,1
864691135490054202,864691136732833902,5
864691135490054202,864691136741530460,1
864691135490054202,864691136758865774,1
864691135490101818,864691136743169372,1
864691135490110266,864691136724121853,1
864691135490110266,864691136736141422,4
864691135490110266,864691136741497692,3
864691135490110266,864691136742047324,1
864691135490216807,864691136743364188,3
864691135490241895,864691136743402862,1
864691135490251367,864691136741465692,1
864691135490262887,864691136724687613,1
864691135490279226,864691136742047324,1
864691135490461754,864691136740891740,1
864691135490461754,864691136741182812,1
864691135490461754,864691136741444444,1
864691135490461754,864691136742921308,2
864691135490461754,864691136758865774,1
864691135490472039,864691136725356541,1
864691135490483514,864691136742921308,1
864691135490502247,864691136724542973,2
864691135490552378,864691136741774684,2
864691135490552378,864691136743147612,1
864691135490578490,864691136742921308,1
864691135490579175,864691136741221468,1
864691135490588986,864691136725773053,1
864691135490588986,864691136740402524,1
864691135490588986,864691136742438492,1
864691135490589799,864691136724687613,6
864691135490593767,864691136758865774,1
864691135490597607,864691136724687613,1
864691135490597607,864691136736141422,1
864691135490599399,864691136741756252,1
864691135490608871,864691136732833902,1
864691135490821095,864691136724540157,1
864691135490821095,864691136743424348,1
864691135490826855,864691136724327165,1
864691135490826855,864691136741444444,4
864691135490826855,864691136742438492,1
864691135490969447,864691136745644004,1
864691135490984807,864691136743364188,1
864691135491040359,864691136724121853,1
864691135491040359,864691136740924764,1
864691135491043047,864691136740924764,2
864691135491051623,864691136740886108,1
864691135491084519,864691136742047324,3
864691135491119975,864691136736141422,1
864691135491119975,864691136741756252,1
864691135491135335,864691136724624125,1
864691135491135335,864691136736141422,1
864691135491135335,864691136741497692,1
864691135491226207,864691136724687613,2
864691135491226207,864691136740841564,1
864691135491248487,864691136741530460,1
864691135491248487,864691136743296484,1
864691135491300703,864691136742047324,1
864691135491345759,864691136725391357,1
864691135491347175,864691136740924764,1
864691135491364839,864691136725356541,1
864691135491369959,864691136746178532,1
864691135491442919,864691136740460636,1
864691135491482215,864691136740924764,1
864691135491522023,864691136746178532,1
864691135491523935,864691136725391357,1
864691135491531751,864691136724392701,1
864691135491538151,864691136742800476,1
864691135491568615,864691136724624125,3
864691135491568615,864691136724687613,1
864691135491571943,864691136724441085,3
864691135491572455,864691136741465692,1
864691135491574759,864691136741497692,1
864691135491586023,864691136740886108,1
864691135491593447,864691136741353820,3
864691135491593447,864691136741455196,1
864691135491634271,864691136723598077,3
864691135491665639,864691136742047324,1
864691135491744863,864691136724334845,1
864691135491867999,864691136741756252,1
864691135491895391,864691136725868541,1
864691135492146015,864691136741353820,1
864691135492195167,864691136736141422,1
864691135492218463,864691136741353820,2
864691135492219879,864691136724511485,1
864691135492219879,864691136742071900,3
864691135492309599,864691136741756252,1
864691135492345183,864691136741444444,1
864691135492348255,864691136740433756,1
864691135492359007,864691136725889277,5
864691135492398055,864691136724511485,2
864691135492398055,864691136732263542,2
864691135492398055,864691136740835932,2
864691135492398055,864691136742071900,1
864691135492399455,864691136742047324,1
864691135492405863,864691136724121853,2
864691135492405863,864691136732263542,1
864691135492405863,864691136740924764,1
864691135492405863,864691136741497692,2
864691135492405863,864691136742071900,1
864691135492431719,864691136724687613,2
864691135492431719,864691136724880893,2
864691135492431719,864691136741497692,1
864691135492431719,864691136741533532,1
864691135492438879,864691136724121853,1
864691135492452703,864691136741497692,1
864691135492460903,864691136742071900,1
864691135492570727,864691136741444444,1
864691135492595559,864691136725773053,1
864691135492595559,864691136741991772,1
864691135492595807,864691136741444444,1
864691135492595807,864691136741991772,1
864691135492614239,864691136725391357,2
864691135492614239,864691136725868541,1
864691135492623591,864691136724121853,1
864691135492623591,864691136743364188,1
864691135492636511,864691136741430364,2
864691135492640607,864691136724540157,1
864691135492665959,864691136743169372,5
864691135492693599,864691136724542973,1
864691135492768863,864691136725391357,2
864691135492855399,864691136740888156,1
864691135492855399,864691136742071900,1
864691135492869223,864691136741182812,1
864691135492879463,864691136725391357,3
864691135492879463,864691136740891740,1
864691135492879463,864691136741182812,1
864691135492897631,864691136732973422,1
864691135492906591,864691136725391357,1
864691135493051367,864691136741531228,1
864691135493071079,864691136743169372,1
864691135493097703,864691136741774684,1
864691135493100383,864691136732973422,2
864691135493100383,864691136741539420,1
864691135493100383,864691136743424348,1
864691135493149927,864691136725391357,1
864691135493149927,864691136740406108,1
864691135493149927,864691136741444444,1
864691135493149927,864691136741539420,1
864691135493222375,864691136740891740,1
864691135493222375,864691136741182812,2
864691135493222375,864691136741444444,1
864691135493222375,864691136741774684,1
864691135493222375,864691136742921308,2
864691135493312743,864691136743296484,1
864691135493437279,864691136745644004,1
864691135493467487,864691136741444444,1
864691135493485151,864691136724687613,1
864691135493974672,864691136732973422,1
864691135493974672,864691136743424348,2
864691135493980816,864691136743070062,1
864691135493997456,864691136740798556,1
864691135494020496,864691136723598077,1
864691135494057360,864691136740433756,1
864691135494067344,864691136740924764,1
864691135494379664,864691136741532764,1
864691135494471824,864691136724441085,1
864691135494576784,864691136725773053,4
864691135494578576,864691136741223260,1
864691135494685840,864691136741533532,5
864691135494843792,864691136724023037,1
864691135494944400,864691136741756252,1
864691135494947728,864691136741444444,1
864691135495025296,864691136725773053,1
864691135495102608,864691136740841564,1
864691135495137680,864691136724121853,2
864691135495140752,864691136742248046,1
864691135495146128,864691136743402862,2
864691135495146640,864691136724327165,3
864691135495146640,864691136742438492,1
864691135495150736,864691136732973422,1
864691135495165584,864691136740798556,1
864691135495167632,864691136740433756,1
864691135495167632,864691136743296484,1
864691135495779524,864691136741223260,1
864691135495796880,864691136741530460,2
864691135495924880,864691136724540157,1
864691135495952016,864691136742921308,1
864691135496333968,864691136724121853,2
864691135496383120,864691136725773053,1
864691135496383376,864691136743424348,1
864691135496564112,864691136740460636,1
864691135497612051,864691136741182812,1
864691135497615379,864691136741412444,1
864691135497619731,864691136743424348,1
864691135497636627,864691136743402862,1
864691135497659923,864691136740433756,1
864691135497659923,864691136741465692,1
864691135497743635,864691136741497692,1
864691135497907731,864691136740460636,1
864691135497962003,864691136724121853,1
864691135497962003,864691136724624125,1
864691135497962003,864691136724880893,1
864691135497962003,864691136736141422,4
864691135498046483,864691136725391357,1
864691135498064147,864691136740891740,1
864691135498064147,864691136741182812,1
864691135498084371,864691136724575741,1
864691135498258963,864691136739179118,1
864691135498269715,864691136740924764,1
864691135498544915,864691136741497180,1
864691135498860051,864691136740406108,1
864691135498860051,864691136742921308,2
864691135498973715,864691136724624125,1
864691135498973715,864691136742248046,1
864691135498973715,864691136742921308,1
864691135499204883,864691136725868541,1
864691135499204883,864691136742047324,1
864691135499211795,864691136724540157,1
864691135499379475,864691136740406108,1
864691135499385107,864691136724542973,1
864691135499385107,864691136736141422,1
864691135499385107,864691136740924764,3
864691135499601092,864691136755547502,1
864691135499616019,864691136741774684,1
864691135499964947,864691136755547502,1
864691135499967251,864691136741530460,2
864691135499967251,864691136742800476,1
864691135500043795,864691136740835932,1
864691135501527618,864691136741444444,1
864691135501527618,864691136742800476,1
864691135501543490,864691136725868541,1
864691135501549890,864691136724023037,1
864691135501577202,864691136743364188,1
864691135501588034,864691136724624125,1
864691135501802077,864691136741221468,1
864691135501802077,864691136743402862,1
864691135501814109,864691136740835932,1
864691135501819229,864691136741532764,1
864691135501826909,864691136758865774,1
864691135501837149,864691136741497180,1
864691135501844573,864691136742248046,1
864691135501923933,864691136725391357,1
864691135502002754,864691136724121853,1
864691135502002754,864691136742047324,1
864691135502022581,864691136732833902,1
864691135502024770,864691136724630269,1
864691135502025909,864691136724382973,1
864691135502043573,864691136736141422,2
864691135502043573,864691136740924764,1
864691135502043573,864691136741756252,1
864691135502054069,864691136740433756,1
864691135502069173,864691136741532764,1
864691135502118722,864691136724443389,1
864691135502315957,864691136724540157,1
864691135502322498,864691136741182812,1
864691135502403394,864691136724382973,1
864691135502444098,864691136740433756,1
864691135502457781,864691136725773053,2
864691135502460482,864691136724121853,1
864691135502462133,864691136741221468,2
864691135502485429,864691136743296484,1
864691135502610242,864691136724360957,1
864691135502610242,864691136736141422,1
864691135502610242,864691136741497692,2
864691135502619229,864691136725391357,1
864691135502623810,864691136736141422,1
864691135502630466,864691136740924764,1
864691135502721373,864691136732833902,1
864691135502744642,864691136725868541,1
864691135502763869,864691136741530460,1
864691135502765405,864691136736141422,1
864691135502774109,864691136724511485,1
864691135502774109,864691136741497180,1
864691135502779829,864691136724121853,1
864691135502779829,864691136742047324,1
864691135502832733,864691136740924764,1
864691135502842205,864691136743169372,1
864691135502916533,864691136741756252,1
864691135502979012,864691136744961252,1
864691135502983093,864691136740433756,3
864691135502989237,864691136724121853,1
864691135502991797,864691136743424348,1
864691135503000245,864691136742047324,1
864691135503007157,864691136724023037,1
864691135503008693,864691136740891740,1
864691135503041373,864691136740433756,1
864691135503043906,864691136740406108,1
864691135503117749,864691136741444444,1
864691135503163202,864691136725356541,1
864691135503262901,864691136742047324,1
864691135503361858,864691136725356541,1
864691135503443549,864691136725134589,5
864691135503448898,864691136740402524,1
864691135503448898,864691136758865774,1
864691135503455810,864691136740433756,2
864691135503501749,864691136724624125,1
864691135503501749,864691136724687613,1
864691135503501749,864691136724880893,6
864691135503501749,864691136740460636,1
864691135503501749,864691136741497692,1
864691135503512898,864691136732833902,1
864691135503531957,864691136732833902,1
864691135503531957,864691136746178532,1
864691135503554485,864691136740924764,2
864691135503584693,864691136740924764,2
864691135503644226,864691136742800476,5
864691135503644226,864691136743296484,1
864691135503650485,864691136743424348,1
864691135503681717,864691136724121853,1
864691135503681717,864691136740562012,1
864691135503681717,864691136740924764,5
864691135503681717,864691136742071900,1
864691135503724354,864691136725356541,3
864691135503724354,864691136740406108,1
864691135504077634,864691136746178532,1
864691135504202845,864691136740460636,2
864691135504202845,864691136742071900,2
864691135504298845,864691136725773053,2
864691135505401842,864691136724443389,1
864691135508692745,864691136742921308,1
864691135508695049,864691136758865774,1
864691135508711433,864691136723596797,1
864691135508719625,864691136743402862,1
864691135509260809,864691136740886108,2
864691135509422601,864691136741285468,1
864691135509434633,864691136724630269,1
864691135509440521,864691136724630269,1
864691135509455369,864691136741465692,1
864691135509508105,864691136740460636,2
864691135509564425,864691136742800476,1
864691135509634057,864691136741365852,1
864691135509679113,864691136724153853,1
864691135509679113,864691136740440412,1
864691135509685513,864691136736141422,1
864691135509900297,864691136740460636,3
864691135510161673,864691136741412444,1
864691135510161673,864691136743296484,1
864691135510360329,864691136741530460,2
864691135510431696,864691136724441085,1
864691135510436816,864691136736141422,1
864691135510437584,864691136724575741,1
864691135510438864,864691136741221468,1
864691135510444553,864691136743364188,1
864691135510468560,864691136743296484,1
864691135510477264,864691136724441085,2
864691135510478601,864691136746178532,1
864691135510480080,864691136741497180,1
864691135510490576,864691136732973422,1
864691135510551049,864691136742921308,1
864691135510596873,864691136743424348,8
864691135510607369,864691136742800476,4
864691135510632201,864691136732833902,1
864691135510699785,864691136741774684,1
864691135510775817,864691136725391357,1
864691135510820816,864691136740406108,1
864691135510858738,864691136724441085,2
864691135510858738,864691136743364188,3
864691135510887376,864691136741323612,1
864691135510933200,864691136741444444,2
864691135510933200,864691136755547502,1
864691135510959824,864691136732833902,1
864691135510959824,864691136743296484,1
864691135510959824,864691136744961252,1
864691135511199753,864691136741465692,1
864691135511199753,864691136745644004,1
864691135511208400,864691136724542973,1
864691135511253513,864691136725356541,1
864691135511311824,864691136732833902,1
864691135511311824,864691136741476444,1
864691135511316745,864691136725773053,1
864691135511421449,864691136741444444,3
864691135511421449,864691136742438492,1
864691135511467529,864691136741530460,1
864691135511493328,864691136724880893,1
864691135511624457,864691136741531228,1
864691135511627017,864691136725356541,1
864691135511988688,864691136742800476,1
864691135512020944,864691136741532764,1
864691135512118224,864691136740402524,1
864691135512170448,864691136758865774,1
864691135512360656,864691136741774684,1
864691135512448208,864691136724511485,1
864691135512448208,864691136740835932,1
864691135512647632,864691136724121853,2
864691135515911635,864691136755547502,1
864691135515928019,864691136740886108,1
864691135515948243,864691136724121853,2
864691135515952339,864691136724472317,2
864691135516178131,864691136745644004,1
864691135516195795,864691136740886108,1
864691135516359123,864691136724153853,1
864691135516622803,864691136741533532,1
864691135516716499,864691136724023037,1
864691135516740051,864691136724540157,2
864691135516879827,864691136724687613,2
864691135516879827,864691136741353820,1
864691135516879827,864691136741497692,2
864691135516880339,864691136732833902,1
864691135516884691,864691136725773053,1
864691135516888275,864691136741476444,1
864691135516888787,864691136724575741,2
864691135516896723,864691136732973422,1
864691135516909523,864691136758865774,1
864691135516909779,864691136740888156,1
864691135516996051,864691136741497692,2
864691135517224659,864691136724121853,2
864691135517224659,864691136740460636,1
864691135517224659,864691136743424348,1
864691135517230035,864691136740406108,1
864691135517315795,864691136724472317,1
864691135517315795,864691136725889277,4
864691135517320403,864691136724334845,1
864691135517328778,864691136725773053,1
864691135517334666,864691136724443389,1
864691135517338250,864691136743364188,1
864691135517343626,864691136740402524,2
864691135517349770,864691136740835932,3
864691135517371530,864691136741756252,1
864691135517373322,864691136736141422,1
864691135517376394,864691136732973422,1
864691135517605587,864691136741444444,1
864691135517629066,864691136740460636,1
864691135517640915,864691136743147612,1
864691135517705939,864691136741444444,1
864691135517773706,864691136740891740,1
864691135517773706,864691136741182812,2
864691135517773706,864691136741444444,1
864691135517773706,864691136741531228,1
864691135517810826,864691136724443389,1
864691135517849738,864691136725134589,1
864691135517884371,864691136740798556,2
864691135517924307,864691136740924764,1
864691135518167434,864691136741223260,1
864691135518177930,864691136725391357,1
864691135518333651,864691136741539420,1
864691135518368394,864691136742047324,1
864691135518371466,864691136743530606,1
864691135518381706,864691136732833902,1
864691135518495699,864691136725878269,1
864691135518495699,864691136741539420,1
864691135518495699,864691136742921308,1
864691135518617226,864691136742047324,1
864691135518694282,864691136742921308,1
864691135518849418,864691136741497692,1
864691135518928522,864691136725889277,3
864691135518928522,864691136741323612,1
864691135518928522,864691136743343452,1
864691135519145610,864691136732833902,1
864691135519307658,864691136742921308,2
864691135519404682,864691136724334845,6
864691135519432330,864691136725878269,1
