pre_pt_root_id,post_pt_root_id,n
864691135737743473,864691136743364188,1
864691135737744260,864691136741530460,2
864691135737749124,864691136746178532,1
864691135737758084,864691136724880893,1
864691135737758084,864691136740460636,1
864691135737759876,864691136740886108,1
864691135737759876,864691136743424348,2
864691135737768580,864691136742047324,1
864691135737787012,864691136743424348,1
864691135737987204,864691136740406108,1
864691135738112916,864691136724121853,1
864691135738112916,864691136724624125,5
864691135738112916,864691136724687613,2
864691135738151812,864691136724382973,1
864691135738151812,864691136741839452,1
864691135738232689,864691136740416092,1
864691135738256532,864691136740924764,6
864691135738325140,864691136724880893,1
864691135738325140,864691136736141422,2
864691135738325140,864691136741533532,1
864691135738352241,864691136724121853,1
864691135738358129,864691136723596797,1
864691135738359153,864691136741497180,1
864691135738387076,864691136724472317,3
864691135738387076,864691136725889277,3
864691135738387076,864691136740835932,6
864691135738387076,864691136740888156,1
864691135738387076,864691136741500252,1
864691135738387076,864691136742071900,4
864691135738395761,864691136743296484,1
864691135738395761,864691136745644004,1
864691135738480497,864691136723598077,2
864691135738524273,864691136740886108,2
864691135738525553,864691136724542973,1
864691135738529905,864691136746178532,1
864691135738826865,864691136740460636,1
864691135739080068,864691136725878269,1
864691135739080068,864691136741444444,5
864691135739080068,864691136741530460,1
864691135739080068,864691136742800476,6
864691135739149169,864691136740402524,1
864691135739149956,864691136725356541,1
864691135739149956,864691136741182812,2
864691135739149956,864691136758865774,2
864691135739201649,864691136724542973,2
864691135739210628,864691136725773053,1
864691135739320945,864691136743147612,1
864691135739538033,864691136725356541,2
864691135739538033,864691136740402524,1
864691135739538033,864691136742921308,1
864691135739587988,864691136741531228,1
864691135739591828,864691136745644004,2
864691135739614577,864691136724382973,3
864691135739614577,864691136725134589,1
864691135739616625,864691136725773053,1
864691135739627156,864691136740924764,1
864691135739670129,864691136740406108,1
864691135739686769,864691136724121853,1
864691135739686769,864691136743364188,1
864691135739753073,864691136725878269,1
864691135739753073,864691136725889277,1
864691135739753073,864691136740835932,1
864691135739753073,864691136741531228,4
864691135739870868,864691136741756252,2
864691135739896724,864691136724121853,2
864691135740159892,864691136723598077,1
864691135740246635,864691136741221468,4
864691135740250987,864691136739030126,1
864691135740250987,864691136741221468,1
864691135740250987,864691136741533532,1
864691135740270443,864691136741455196,1
864691135740372843,864691136740460636,1
864691135740551828,864691136724066557,1
864691135740557972,864691136740798556,1
864691135740571540,864691136741465692,1
864691135740692843,864691136724121853,1
864691135740692843,864691136724441085,3
864691135740692843,864691136740562012,1
864691135740692843,864691136740924764,1
864691135740692843,864691136743364188,1
864691135740692843,864691136743424348,1
864691135740752020,864691136741530460,1
864691135740865684,864691136724121853,1
864691135740865684,864691136740924764,1
864691135740969364,864691136742438492,1
864691135741051243,864691136741221468,1
864691135741096555,864691136746178532,1
864691135741140331,864691136743424348,1
864691135741182827,864691136724687613,1
864691135741200235,864691136724121853,1
864691135741218196,864691136740562012,1
864691135741232788,864691136724443389,2
864691135741524587,864691136740886108,1
864691135741612692,864691136741500252,1
864691135741612692,864691136743169372,2
864691135741619051,864691136742047324,1
864691135741659499,864691136724540157,1
864691135741659499,864691136742047324,1
864691135741810580,864691136740891740,2
864691135741810580,864691136741182812,2
864691135741817236,864691136725868541,1
864691135741817236,864691136725878269,1
864691135741817236,864691136742921308,4
864691135741865108,864691136724540157,1
864691135741865108,864691136741497180,1
864691135741994388,864691136741497180,1
864691135741998484,864691136741497180,1
864691135742008980,864691136725391357,1
864691135742102635,864691136742921308,1
864691135742145172,864691136741444444,1
864691135742189163,864691136740886108,1
864691135742255467,864691136740402524,1
864691135742357355,864691136724327165,1
864691135742357355,864691136725391357,1
864691135742357355,864691136741182812,1
864691135742357355,864691136743169372,2
864691135742365803,864691136732833902,1
864691135742366827,864691136724441085,1
864691135742366827,864691136740888156,1
864691135742366827,864691136740924764,1
864691135742609771,864691136741500252,1
864691135742609771,864691136741531228,1
864691135742664043,864691136725878269,1
864691135742753387,864691136725889277,2
864691135742753387,864691136742921308,1
864691135742826603,864691136741500252,1
864691135742826603,864691136742921308,1
864691135742867307,864691136732833902,1
864691135742867307,864691136755547502,1
864691135742895723,864691136755547502,1
864691135742998379,864691136741182812,2
864691135743079019,864691136725878269,1
864691135743079019,864691136741497180,3
864691135743079019,864691136741531228,1
864691135743183723,864691136740406108,1
864691135743183723,864691136741991772,1
864691135743183723,864691136743169372,1
864691135743183723,864691136758865774,1
864691135743196523,864691136725773053,1
864691135743196523,864691136742921308,1
864691135748534313,864691136740416092,1
864691135748535337,864691136743402862,1
864691135748538921,864691136724121853,1
864691135748588329,864691136724441085,2
864691135748588329,864691136741533532,1
864691135748591145,864691136732263542,1
864691135748962857,864691136741532764,1
864691135748985897,864691136741221468,1
864691135749021225,864691136723598077,1
864691135749308201,864691136758865774,1
864691135749358121,864691136746178532,1
864691135749494825,864691136736141422,1
864691135749573673,864691136740433756,1
864691135749577257,864691136742047324,1
864691135749590569,864691136743147612,1
864691135749594921,864691136746178532,1
864691135749595945,864691136724023037,2
864691135749595945,864691136724443389,1
864691135749595945,864691136743424348,2
864691135749853225,864691136741430364,1
864691135749995049,864691136724121853,1
864691135749995049,864691136724624125,1
864691135750104617,864691136740924764,1
864691135750258985,864691136741323612,1
864691135750307881,864691136725356541,1
864691135750377257,864691136725356541,1
864691135750377257,864691136741182812,1
864691135750377257,864691136742438492,1
864691135750452777,864691136741530460,1
864691135750452777,864691136746178532,3
864691135750519593,864691136740891740,1
864691135750642473,864691136724392701,1
864691135750642473,864691136742921308,2
864691135750668841,864691136740406108,1
864691135750779433,864691136744961252,6
864691135750779433,864691136745644004,4
864691135750803497,864691136741465692,1
864691135751064873,864691136725868541,2
864691135751064873,864691136740891740,2
864691135751064873,864691136741465692,1
864691135753563085,864691136724121853,1
864691135753563085,864691136742047324,2
864691135753613773,864691136742047324,1
864691135753629645,864691136724153853,1
864691135753638861,864691136736141422,1
864691135753654733,864691136758865774,1
864691135753657549,864691136725356541,1
864691135753668813,864691136743296484,1
864691135753704141,864691136724542973,1
864691135753727181,864691136725391357,1
864691135753727181,864691136740891740,1
864691135753732045,864691136732833902,1
864691135753932237,864691136725878269,2
864691135754020557,864691136724066557,2
864691135754041549,864691136743424348,1
864691135754414029,864691136743424348,3
864691135754444237,864691136755547502,1
864691135754525138,864691136741991772,1
864691135754525138,864691136742921308,1
864691135754526930,864691136741991772,2
864691135754533586,864691136724542973,1
864691135754541266,864691136741774684,1
864691135754602450,864691136724327165,1
864691135754603218,864691136745644004,1
864691135754604498,864691136732973422,1
864691135754605266,864691136732833902,1
864691135754680525,864691136758865774,1
864691135754687437,864691136740924764,1
864691135754696653,864691136724880893,1
864691135754705869,864691136741530460,1
864691135754709197,864691136724441085,1
864691135754709709,864691136723598077,1
864691135754709709,864691136741497692,1
864691135754716109,864691136724153853,2
864691135755104978,864691136724443389,1
864691135755123922,864691136743424348,1
864691135755462354,864691136742248046,1
864691135755468754,864691136744961252,1
864691135755485650,864691136743402862,1
864691135755517133,864691136732833902,1
864691135755569618,864691136736141422,1
864691135755632338,864691136724121853,1
864691135755632338,864691136741497692,1
864691135755632338,864691136742047324,2
864691135755632338,864691136743364188,1
864691135755635922,864691136741182812,1
864691135755650770,864691136758865774,1
864691135755707597,864691136740835932,4
864691135755707597,864691136742071900,1
864691135755707597,864691136743343452,1
864691135755723474,864691136724334845,1
864691135755723474,864691136743424348,1
864691135755850957,864691136741444444,1
864691135755885778,864691136724121853,1
864691135755887058,864691136741532764,1
864691135755953362,864691136743364188,2
864691135755983314,864691136724472317,1
864691135756010701,864691136745644004,1
864691135756022221,864691136742047324,1
864691135756022221,864691136742248046,1
864691135756096717,864691136725356541,1
864691135756096717,864691136740406108,1
864691135756096717,864691136742921308,1
864691135756279757,864691136725773053,1
864691135756311245,864691136741530460,1
864691135756560338,864691136743424348,1
864691135756630226,864691136725868541,1
864691135756681170,864691136724687613,1
864691135756681170,864691136740841564,2
864691135756681170,864691136741497692,2
864691135756844242,864691136740406108,6
864691135756844242,864691136741182812,1
864691135756844242,864691136741531228,1
864691135756844242,864691136741774684,2
864691135756844242,864691136741991772,2
864691135756844242,864691136742921308,1
864691135756844242,864691136743169372,3
864691135756968637,864691136741532764,1
864691135756990674,864691136725868541,1
864691135757101010,864691136725391357,1
864691135757157821,864691136723596797,3
864691135757157821,864691136741221468,1
864691135757157821,864691136741533532,1
864691135757243581,864691136741455196,1
864691135757785533,864691136741285468,1
864691135758456910,864691136732973422,1
864691135758483790,864691136741756252,1
864691135758502734,864691136724687613,2
864691135758502734,864691136736141422,1
864691135758507086,864691136723598077,1
864691135758507086,864691136724066557,1
864691135758510926,864691136723598077,1
864691135758818894,864691136741533532,2
864691135758981454,864691136724687613,1
864691135758981454,864691136724880893,2
864691135758981454,864691136736141422,1
864691135758981454,864691136741430364,1
864691135758981454,864691136741497692,1
864691135759254094,864691136743296484,1
864691135759257934,864691136740891740,3
864691135759412814,864691136736141422,1
864691135759412814,864691136741533532,1
864691135759422798,864691136724121853,1
864691135759422798,864691136740924764,2
864691135759492430,864691136724121853,1
864691135759492430,864691136736141422,1
864691135759492430,864691136740924764,1
864691135759586638,864691136740886108,2
864691135759614542,864691136743530606,1
864691135759616701,864691136741533532,1
864691135759628733,864691136723596797,4
864691135759815758,864691136725868541,1
864691135759815758,864691136743169372,1
864691135759815758,864691136758865774,1
864691135759872846,864691136725868541,1
864691135759900238,864691136741412444,2
864691135760120654,864691136743424348,1
864691135760319822,864691136741444444,1
864691135760374862,864691136725878269,1
864691135760374862,864691136741991772,1
864691135760441277,864691136723596797,1
864691135760441678,864691136725356541,2
864691135760577870,864691136724360957,1
864691135760577870,864691136724687613,1
864691135760614222,864691136724624125,1
864691135760614222,864691136724880893,1
864691135760614222,864691136740460636,2
864691135760617405,864691136723598077,1
864691135760635214,864691136725773053,1
864691135760635214,864691136732833902,1
864691135760925262,864691136742047324,1
864691135761043022,864691136725868541,2
864691135761080142,864691136724334845,1
864691135761080142,864691136725878269,1
864691135761528886,864691136724542973,1
864691135761543734,864691136740835932,2
864691135761548086,864691136742438492,1
864691135761553462,864691136740924764,2
864691135761553462,864691136741497692,1
864691135761553462,864691136741533532,1
864691135761553718,864691136724472317,1
864691135761826614,864691136742248046,1
864691135761994038,864691136724624125,3
864691135762049334,864691136742071900,4
864691135762141238,864691136741497692,1
864691135762166582,864691136724392701,1
864691135762487862,864691136743296484,1
864691135762500406,864691136723598077,1
864691135762518326,864691136732973422,1
864691135762624310,864691136746178532,1
864691135762640438,864691136741221468,1
864691135762774838,864691136724334845,1
864691135762778678,864691136741353820,2
864691135762780214,864691136741497180,1
864691135763079734,864691136732833902,3
864691135763127862,864691136741444444,1
864691135763137846,864691136742921308,1
864691135763215293,864691136739030126,1
864691135763244086,864691136724121853,1
864691135763362102,864691136740835932,2
864691135763362102,864691136741497180,1
864691135763549238,864691136755547502,1
864691135763941174,864691136725773053,2
864691135763975990,864691136742921308,1
864691135764201782,864691136741497180,1
864691135764201782,864691136741531228,1
864691135764263222,864691136724121853,1
864691135764263222,864691136724441085,1
864691135764263222,864691136741497692,1
864691135764464438,864691136742921308,1
864691135764678198,864691136741774684,2
864691135764678198,864691136743169372,5
864691135764678198,864691136743296484,1
864691135764890678,864691136725868541,1
864691135764890678,864691136741774684,2
864691135764890678,864691136743169372,1
864691135765069878,864691136743424348,1
864691135765069878,864691136758676598,1
864691135765105206,864691136725773053,1
864691135771596795,864691136741530460,2
864691135771603451,864691136724687613,1
864691135771619579,864691136740924764,1
864691135771624955,864691136724542973,1
864691135771653451,864691136732973422,4
864691135771684171,864691136740460636,1
864691135771697227,864691136724121853,1
864691135771702603,864691136723596797,1
864691135771714123,864691136736141422,1
864691135771741515,864691136741533532,1
864691135772014331,864691136742071900,2
864691135772172363,864691136742047324,1
864691135772189435,864691136742921308,1
864691135772189435,864691136743402862,1
864691135772199419,864691136742047324,1
864691135772238411,864691136755547502,1
864691135772265467,864691136724153853,1
864691135772265467,864691136740460636,2
864691135772386555,864691136741532764,1
864691135772435195,864691136740562012,1
864691135772450379,864691136725773053,1
864691135772466939,864691136725868541,1
864691135772475467,864691136724542973,1
864691135772714059,864691136741530460,2
864691135772732411,864691136741530460,2
864691135772761595,864691136732833902,1
864691135772785915,864691136724121853,4
864691135772785915,864691136743424348,3
864691135772809803,864691136746178532,1
864691135772819019,864691136724624125,1
864691135772831227,864691136741532764,1
864691135772851787,864691136743402862,2
864691135772888139,864691136745644004,1
864691135772906571,864691136740562012,2
864691135772906571,864691136740924764,1
864691135772906571,864691136743424348,3
864691135772906571,864691136758676598,6
864691135772987899,864691136741497692,1
864691135773130059,864691136741774684,1
864691135773209163,864691136725773053,1
864691135773209163,864691136741991772,1
864691135773509195,864691136742800476,2
864691135773617995,864691136740798556,1
864691135773779275,864691136724472317,3
864691135773779275,864691136725889277,2
864691135773779275,864691136740562012,1
864691135773779275,864691136740835932,1
864691135774022139,864691136741476444,1
864691135774164299,864691136725773053,1
864691135774164299,864691136742921308,1
864691135774164299,864691136755547502,1
864691135774221643,864691136741497180,1
864691135774221643,864691136741774684,4
864691135774221643,864691136742921308,2
864691135774241019,864691136725773053,1
864691135774241019,864691136741991772,1
864691135774413307,864691136741530460,2
864691135774414843,864691136743296484,1
864691135774417659,864691136742047324,1
864691135774446411,864691136732833902,1
864691135774514507,864691136724472317,1
864691135774514507,864691136725878269,3
864691135774514507,864691136741497180,1
864691135774514507,864691136741531228,1
864691135774514507,864691136742921308,1
864691135774549323,864691136741991772,1
864691135775776173,864691136741530460,1
864691135775778477,864691136741530460,1
864691135775781805,864691136724153853,1
864691135775801773,864691136740460636,1
864691135775813037,864691136736141422,7
864691135776124077,864691136724121853,1
864691135776130477,864691136732833902,1
864691135776258221,864691136725773053,2
864691135776538464,864691136724540157,1
864691135776569952,864691136724540157,1
864691135776588640,864691136741444444,2
864691135776594272,864691136741532764,2
864691135776595040,864691136732973422,1
864691135776596576,864691136724360957,1
864691135776614240,864691136744961252,1
864691135776617568,864691136741530460,1
864691135776640173,864691136742047324,1
864691135776660576,864691136742248046,1
864691135776661856,864691136724880893,2
864691135776661856,864691136736141422,1
864691135776661856,864691136741497692,10
864691135776670816,864691136724443389,1
864691135776672608,864691136742047324,1
864691135776698541,864691136732833902,1
864691135776899245,864691136741531228,1
864691135776921261,864691136724542973,1
864691135776921261,864691136743364188,1
864691135776925536,864691136741455196,1
864691135777017952,864691136723596797,1
864691135777017952,864691136724630269,1
864691135777031264,864691136736141422,1
864691135777089888,864691136740924764,1
864691135777098173,864691136732833902,1
864691135777099709,864691136741476444,1
864691135777102781,864691136732833902,1
864691135777150141,864691136758865774,1
864691135777162173,864691136744961252,1
864691135777166176,864691136724121853,3
864691135777166176,864691136740924764,5
864691135777166176,864691136741497692,1
864691135777166176,864691136742047324,2
864691135777166432,864691136724023037,1
864691135777166432,864691136724153853,1
864691135777178557,864691136740886108,1
864691135777248189,864691136724382973,1
864691135777253549,864691136742047324,1
864691135777263789,864691136724511485,1
864691135777263789,864691136742047324,1
864691135777368928,864691136741991772,1
864691135777400237,864691136724575741,1
864691135777432237,864691136724511485,1
864691135777432237,864691136740924764,1
864691135777483965,864691136732833902,1
864691135777497005,864691136732833902,1
864691135777517245,864691136724121853,1
864691135777517245,864691136740924764,1
864691135777575869,864691136724121853,2
864691135777575869,864691136724441085,1
864691135777583712,864691136741221468,1
864691135777596768,864691136724575741,1
864691135777606240,864691136725773053,2
864691135777611360,864691136741223260,1
864691135777623648,864691136742438492,1
864691135777623648,864691136758865774,1
864691135777733821,864691136744961252,2
864691135777750957,864691136725356541,1
864691135777840992,864691136741539420,1
864691135777852093,864691136741353820,1
864691135777999200,864691136741530460,1
864691135778084285,864691136740460636,2
864691135778115005,864691136724540157,2
864691135778116013,864691136741444444,6
864691135778116013,864691136743169372,3
864691135778118077,864691136724540157,4
864691135778128317,864691136741539420,1
864691135778128573,864691136723596797,1
864691135778132576,864691136742047324,1
864691135778159037,864691136741497692,1
864691135778187360,864691136742047324,3
864691135778435501,864691136724121853,3
864691135778435501,864691136740562012,1
864691135778435501,864691136740924764,1
864691135778473389,864691136743424348,3
864691135778530400,864691136725134589,2
864691135778572973,864691136742921308,1
864691135778576557,864691136755547502,1
864691135778668973,864691136724880893,1
864691135778668973,864691136741497692,4
864691135778716589,864691136743296484,1
864691135778784608,864691136742438492,1
864691135778788285,864691136724630269,4
864691135778794336,864691136741530460,1
864691135778794336,864691136746178532,2
864691135778825133,864691136740406108,1
864691135778825133,864691136741182812,4
864691135778825133,864691136741531228,1
864691135778825133,864691136742921308,6
864691135779017149,864691136725889277,1
864691135779052640,864691136743296484,1
864691135779089248,864691136741991772,1
864691135779107005,864691136741530460,1
864691135779161440,864691136742800476,2
864691135779161440,864691136743147612,5
864691135779199584,864691136725356541,1
864691135779199584,864691136741991772,2
864691135779199584,864691136742921308,1
864691135779199584,864691136758865774,1
864691135779449533,864691136724880893,1
864691135779449533,864691136740924764,2
864691135779518909,864691136743169372,2
864691135779569341,864691136741531228,1
864691135779569341,864691136741774684,1
864691135780803408,864691136740888156,1
864691135780821328,864691136723598077,1
864691135780825168,864691136743402862,1
864691135780830544,864691136736141422,1
864691135780838736,864691136740460636,1
864691135780986448,864691136724121853,2
864691135780986448,864691136724441085,1
864691135780986448,864691136724542973,1
864691135781081680,864691136724360957,1
864691135781081680,864691136724542973,1
864691135781081680,864691136724687613,1
864691135781081680,864691136740924764,1
864691135781081680,864691136741497692,1
864691135781081680,864691136742047324,1
864691135781081680,864691136742071900,1
864691135781131344,864691136743343452,1
864691135781194832,864691136740433756,1
864691135781194832,864691136741530460,1
864691135781241424,864691136740841564,1
864691135781263696,864691136724630269,1
864691135781777488,864691136724382973,1
864691135781824592,864691136736141422,1
864691135781824592,864691136741497692,2
864691135781844048,864691136743424348,1
864691135781931344,864691136724023037,1
864691135782145872,864691136741530460,1
864691135782390579,864691136724023037,1
864691135782390579,864691136742248046,2
864691135782404403,864691136755547502,1
864691135782467152,864691136742800476,1
864691135782467152,864691136746178532,1
864691135782544435,864691136741756252,1
864691135782563408,864691136724121853,1
864691135782563408,864691136743343452,1
864691135782603088,864691136741444444,1
864691135782603088,864691136742438492,3
864691135782615632,864691136740924764,1
864691135782620240,864691136742921308,2
864691135782698035,864691136741223260,1
864691135782798160,864691136741530460,1
864691135782821456,864691136725868541,1
864691135782821456,864691136743296484,1
864691135782821456,864691136744961252,7
864691135782865459,864691136724121853,1
864691135782865459,864691136740924764,1
864691135782865459,864691136742047324,5
864691135782951219,864691136742047324,1
864691135783206736,864691136724334845,1
864691135783215667,864691136723598077,1
864691135783322704,864691136755547502,1
864691135783332915,864691136724360957,1
864691135783377715,864691136724382973,1
864691135783377715,864691136725878269,2
864691135783378995,864691136744961252,3
864691135783827251,864691136724540157,2
864691135783909427,864691136724443389,1
864691135783909427,864691136724687613,1
864691135783909427,864691136724880893,1
864691135784000051,864691136742047324,1
864691135784320307,864691136741530460,1
864691135784359475,864691136740406108,1
864691135784359475,864691136741182812,2
864691135784359475,864691136742438492,2
864691135784378419,864691136740433756,1
864691135784706355,864691136742047324,1
864691135784977203,864691136741182812,1
864691135785079603,864691136725773053,1
864691135785245892,864691136741530460,1
864691135785246148,864691136741530460,1
864691135785251524,864691136740886108,1
864691135785255108,864691136724540157,1
864691135785255108,864691136740562012,1
864691135785267652,864691136740406108,1
864691135785287364,864691136745644004,1
864691135785483716,864691136724121853,1
864691135785483716,864691136743424348,1
864691135785522884,864691136732833902,2
864691135785522884,864691136741465692,1
864691135785771460,864691136741532764,1
864691135785791940,864691136724121853,1
864691135785810884,864691136743402862,1
864691135786165956,864691136740886108,1
864691135786280388,864691136741497692,1
864691135786292932,864691136732833902,1
864691135786315204,864691136732833902,1
864691135786334660,864691136741530460,1
864691135786350788,864691136732263542,1
864691135786502596,864691136741756252,1
864691135786536132,864691136732833902,1
864691135786647236,864691136742921308,1
864691135786938820,864691136743424348,1
864691135786966980,864691136725134589,1
864691135787138244,864691136725356541,1
864691135787138244,864691136755547502,1
864691135787242948,864691136741531228,1
864691135787264964,864691136740406108,1
864691135787290308,864691136732833902,1
864691135787363012,864691136744961252,2
864691135787495108,864691136742921308,2
864691135787596740,864691136740402524,1
864691135787684292,864691136724334845,1
864691135787684292,864691136743424348,1
864691135799734370,864691136740798556,1
864691135799739490,864691136724542973,2
864691135799739490,864691136741323612,1
864691135799771490,864691136742047324,1
864691135800010850,864691136740406108,1
864691135800026722,864691136743296484,1
864691135800040034,864691136740924764,1
864691135800040034,864691136741497692,2
864691135800051042,864691136741221468,1
864691135800051042,864691136743402862,1
864691135800107106,864691136742047324,1
864691135800135778,864691136725391357,1
864691135800155746,864691136742438492,1
864691135800178786,864691136740835932,1
864691135800273506,864691136741756252,1
864691135800511842,864691136725356541,1
864691135800569698,864691136741221468,1
864691135800585058,864691136724121853,1
864691135800690786,864691136732833902,1
864691135800700002,864691136741323612,2
864691135800704866,864691136740886108,1
864691135800706402,864691136725134589,2
864691135800708450,864691136744961252,1
864691135800708450,864691136745644004,3
864691135800715362,864691136724121853,14
864691135800717154,864691136724121853,1
864691135800717154,864691136724687613,1
864691135800728930,864691136741530460,1
864691135800738658,864691136740891740,2
864691135800744290,864691136724153853,3
864691135800751202,864691136742921308,1
864691135800918882,864691136724542973,1
864691135801039970,864691136741530460,1
864691135801039970,864691136746178532,1
864691135801088610,864691136724472317,1
864691135801088610,864691136725889277,2
864691135801133666,864691136740924764,2
864691135801133666,864691136741756252,1
864691135801604706,864691136741533532,1
864691135802105954,864691136725356541,1
864691135802105954,864691136740406108,3
864691135802105954,864691136742921308,1
864691135802389858,864691136724382973,1
864691135802389858,864691136724511485,1
864691135802389858,864691136725134589,2
864691135802389858,864691136725773053,1
864691135802389858,864691136732263542,1
864691135802389858,864691136743169372,2
864691135802482274,864691136724382973,1
864691135802482274,864691136741497180,1
864691135802482274,864691136741531228,2
864691135802482274,864691136741539420,2
864691135802482274,864691136742921308,1
864691135802625634,864691136725773053,1
864691135802625634,864691136725868541,2
864691135802815586,864691136724575741,1
864691135802815586,864691136741531228,2
864691135807183645,864691136745644004,1
864691135807191069,864691136724441085,1
864691135807191069,864691136725878269,1
864691135807191069,864691136740835932,1
864691135807191069,864691136740888156,1
864691135807191069,864691136741991772,1
864691135807191069,864691136742071900,1
864691135807199261,864691136741756252,1
864691135807233565,864691136724687613,1
864691135807280925,864691136745254116,2
864691135807285789,864691136744961252,1
864691135807288093,864691136743424348,1
864691135807290653,864691136740433756,1
864691135807296029,864691136741465692,1
864691135807307805,864691136741323612,1
864691135807314461,864691136725356541,1
864691135807324701,864691136725773053,1
864691135807343389,864691136741532764,1
864691135807346205,864691136724121853,2
864691135807346205,864691136742047324,1
864691135807487005,864691136725868541,5
864691135807487005,864691136743296484,1
864691135807519005,864691136740460636,2
864691135807579933,864691136740841564,2
864691135807579933,864691136740924764,2
864691135807716893,864691136741531228,1
864691135807750429,864691136732833902,1
864691135807752221,864691136725773053,2
864691135807777053,864691136732833902,1
864691135808188445,864691136741532764,3
864691135808286237,864691136732833902,1
864691135808286237,864691136741465692,1
864691135808304669,864691136741444444,1
864691135808365341,864691136724121853,3
864691135808367645,864691136740924764,1
864691135808367645,864691136741497692,1
864691135808391965,864691136740886108,1
864691135808565533,864691136740924764,1
864691135808598045,864691136740841564,2
864691135808625181,864691136724121853,1
864691135808625181,864691136725134589,1
864691135808625181,864691136740835932,3
864691135808847389,864691136725773053,1
864691135808877341,864691136724023037,5
864691135808877341,864691136758676598,1
864691135808925981,864691136732833902,4
864691135808925981,864691136746178532,1
864691135809308189,864691136741497180,1
864691135809308189,864691136741539420,1
864691135809432524,864691136740841564,1
864691135809436876,864691136742047324,2
864691135809448908,864691136740460636,1
864691135809460940,864691136745644004,1
864691135809469388,864691136743364188,1
864691135809479628,864691136741533532,1
864691135809483980,864691136741756252,1
864691135809509917,864691136732833902,4
864691135809511628,864691136725889277,1
864691135809511628,864691136740835932,1
864691135809511628,864691136742071900,1
864691135809514188,864691136736141422,1
864691135809527500,864691136741221468,1
864691135809568029,864691136724382973,1
864691135809568029,864691136740886108,1
864691135809588253,864691136758865774,1
864691135809684765,864691136724540157,1
864691135809684765,864691136740886108,2
864691135809706013,864691136758865774,1
864691135809847581,864691136755547502,1
864691135809860300,864691136736141422,1
864691135809860300,864691136743364188,1
864691135809898269,864691136742921308,1
864691135809903564,864691136740460636,4
864691135809954589,864691136758865774,4
864691135810079517,864691136724327165,1
864691135810079517,864691136741444444,1
864691135810079517,864691136742438492,7
864691135810132940,864691136741530460,1
864691135810170572,864691136741221468,1
864691135810170572,864691136743530606,1
864691135810204364,864691136723596797,2
864691135810204364,864691136724630269,1
864691135810225356,864691136724121853,2
864691135810265885,864691136741497180,2
864691135810265885,864691136741774684,1
864691135810265885,864691136743424348,1
864691135810300108,864691136741530460,1
864691135810313420,864691136724121853,1
864691135810315805,864691136741444444,1
864691135810315805,864691136741497180,1
864691135810336972,864691136743424348,1
864691135810341580,864691136740416092,1
864691135810345164,864691136724121853,1
864691135810345164,864691136739030126,1
864691135810345164,864691136741532764,2
864691135810345164,864691136741756252,2
864691135810345164,864691136743402862,2
864691135810361548,864691136741497692,1
864691135810372556,864691136742047324,1
864691135810507468,864691136725773053,1
864691135810507468,864691136741497180,1
864691135810507468,864691136741991772,1
864691135810527773,864691136725391357,2
864691135810527773,864691136725773053,2
864691135810527773,864691136740406108,1
864691135810527773,864691136741991772,1
864691135810527773,864691136742921308,1
864691135810552349,864691136742921308,2
864691135810557469,864691136740835932,1
864691135810597917,864691136742921308,3
864691135810604492,864691136755547502,1
864691135810618909,864691136724382973,1
864691135810643485,864691136725868541,2
864691135810643485,864691136743296484,1
864691135810648268,864691136742921308,1
864691135810656029,864691136742921308,1
864691135810982860,864691136742921308,1
864691135810982860,864691136743169372,1
864691135810990540,864691136743424348,2
864691135811061708,864691136742921308,1
864691135811439308,864691136725356541,1
864691135811646924,864691136741444444,1
864691135811658956,864691136725868541,1
864691135811692236,864691136724511485,1
864691135811708364,864691136725773053,1
864691135811734220,864691136724121853,2
864691135811734220,864691136742047324,2
864691135811734220,864691136743424348,1
864691135811734988,864691136742921308,5
864691135815441999,864691136741530460,1
864691135815466063,864691136743402862,1
864691135815470927,864691136739179118,2
864691135815472463,864691136723598077,1
864691135815474255,864691136745644004,1
864691135815481935,864691136741756252,1
864691135815487823,864691136741530460,1
864691135815495247,864691136725868541,2
864691135815506511,864691136736141422,1
864691135815506767,864691136741533532,1
864691135815546191,864691136724121853,1
864691135815848015,864691136741323612,2
864691135815904591,864691136742047324,1
864691135816200271,864691136724630269,2
864691135816235855,864691136741533532,1
864691135816488783,864691136741532764,1
864691135816491087,864691136758865774,1
864691135816508751,864691136740841564,2
864691135816512591,864691136736141422,1
864691135816689231,864691136740460636,1
864691135816689231,864691136740562012,1
864691135816878979,864691136758865774,1
864691135817132879,864691136724360957,3
864691135817132879,864691136724687613,1
864691135817132879,864691136740924764,3
864691135817132879,864691136741430364,1
864691135817132879,864691136741497692,2
864691135817132879,864691136741533532,1
864691135817411663,864691136740402524,1
864691135817411663,864691136758865774,1
864691135817488207,864691136741530460,1
864691135817499471,864691136740433756,2
864691135817643855,864691136732973422,1
864691135817643855,864691136740886108,1
864691135817737295,864691136724472317,1
864691135818016335,864691136725391357,1
864691135818016335,864691136740402524,1
864691135818071119,864691136724441085,1
864691135837179283,864691136741991772,1
864691135837201299,864691136758865774,1
864691135837587603,864691136724624125,1
864691135837587603,864691136724687613,2
864691135837587603,864691136741532764,1
864691135837678995,864691136740924764,2
864691135837783187,864691136724121853,1
864691135837854867,864691136736141422,2
864691135838035347,864691136741756252,1
864691135838058899,864691136743296484,1
