pre,post,n
864691136123707430,864691135122799399,1
864691135357429199,864691135124401191,1
864691135994473153,864691135123951655,1
864691135576056606,864691135123342887,1
864691135938398468,864691135118749405,1
864691135994473153,864691135122470183,1
864691135346162079,864691135118749405,10
864691135014600950,864691135119270109,1
864691137018050414,864691135118458845,1
864691136052973811,864691135124209447,1
864691136312076122,864691135132769696,3
864691135119877085,864691135115225753,2
864691136119295000,864691135123275303,1
864691136143965492,864691135123330855,1
864691136927761226,864691135114679705,1
864691135499385107,864691135123330855,1
864691135584611192,864691135118658269,1
864691136268937972,864691135119891165,1
864691136013367715,864691135132937888,1
864691135235389017,864691135123726119,1
864691137199973441,864691135132769696,1
864691135383833306,864691135118741725,2
864691137020972910,864691135117818077,5
864691136927761226,864691135124690471,1
864691135119923677,864691135118831325,1
864691136595325346,864691135123275303,1
864691136389861648,864691135114582681,1
864691136334213299,864691135123951655,1
864691135838238611,864691135119120349,1
864691135808684573,864691135114679705,1
864691136740443484,864691135124209447,1
864691134965437727,864691135118756573,1
864691136521582481,864691135118720221,3
864691135462885694,864691135123358503,8
864691135927651540,864691135123188007,8
864691136208995004,864691135123275303,1
864691136451069183,864691135118741725,2
864691136143393588,864691135122799399,1
864691135576436510,864691135119891165,2
864691136380109781,864691135122470183,1
864691135991502785,864691135132937120,1
864691135739753073,864691135119891165,1
864691135741889940,864691135124401191,3
864691135926001934,864691135123330855,2
864691137019955822,864691135115233945,1
864691135939017525,864691135114679705,1
864691135925530894,864691135123227687,2
864691136034084795,864691135124538151,2
864691135948379684,864691135119099869,1
864691135755682253,864691135118565085,1
864691135135180057,864691135122942503,1
864691136309666138,864691135114175129,2
864691136521601937,864691135118674397,2
864691135726340523,864691135114911385,2
864691135114166169,864691135117818077,1
864691136740924764,864691135132937888,1
864691136041604438,864691135114911385,3
864691135849720670,864691135118749405,1
864691135511649232,864691135123508775,1
864691135732142521,864691135123508775,4
864691135181775106,864691135118756573,2
864691136274761997,864691135122799399,1
864691136012881059,864691135119120349,1
864691135724214699,864691135114911385,1
864691137022278254,864691135114582681,2
864691136011858083,864691135123342887,1
864691136651627261,864691135118749405,1
864691135783906611,864691135118756573,1
864691136662914014,864691135122836263,1
864691135866720476,864691135124538151,1
864691135335386857,864691135118658269,2
864691135726113451,864691135124213543,1
864691135565272087,864691135119120349,1
864691136724553213,864691135115233945,1
864691136925111012,864691135122836263,1
864691135397174561,864691135122836263,1
864691136208997820,864691135118128861,1
864691136093396404,864691135114628505,2
864691136003735242,864691135123335463,1
864691135655141058,864691135118674397,1
864691136126388774,864691135119891165,1
864691135705440404,864691135118722269,1
864691136210266812,864691135114679705,1
864691136101125493,864691135119991261,1
864691135701764898,864691135124213543,1
864691135383288282,864691135118741725,2
864691135741687956,864691135115424665,1
864691135724847787,864691135118527709,1
864691136195145548,864691135118741725,1
864691136287521219,864691135122318119,2
864691136058810328,864691135119991261,2
864691136577957908,864691135123726119,2
864691135448130450,864691135118674397,1
864691136273682957,864691135118128861,1
864691136195802344,864691135118491357,1
864691135013919126,864691135118750685,1
864691137199947073,864691135115225753,2
864691135164408621,864691135118750685,1
864691135293953292,864691135114628505,1
864691136437633950,864691135122836263,2
864691135495538320,864691135123162407,1
864691135808359709,864691135122836263,1
864691135579407877,864691135115424665,1
864691135645452527,864691135114582681,1
864691135991938753,864691135118565085,1
864691137020102766,864691135119866845,1
864691135561060833,864691135118458845,1
864691135840099987,864691135119891165,1
864691135446722962,864691135119891165,1
864691135889773449,864691135118631389,1
864691135772712267,864691135122836263,3
864691135843301603,864691135119866845,2
864691135455196778,864691135118532317,1
864691135731889337,864691135115424665,1
864691135750642473,864691135115424665,1
864691136041046782,864691135115424665,1
864691136424516399,864691135115424665,2
864691135811575244,864691135115424665,1
864691135455689578,864691135122836263,28
864691136051266803,864691135124690471,1
864691137019552110,864691135124213543,1
864691135184087554,864691135115424665,3
864691134886846970,864691135124538151,1
864691135342027717,864691135118631389,1
864691134941412707,864691135119866845,1
864691136177129478,864691135119099869,1
864691136992538005,864691135118847197,1
864691135571702821,864691135123188007,7
864691135491341799,864691135114911385,1
864691136274141965,864691135118446813,1
864691135779716797,864691135124690471,1
864691135945401124,864691135114911385,1
864691135454507114,864691135118456797,1
864691135851599303,864691135114628505,6
864691135583469165,864691135119891165,1
864691135474312754,864691135114679705,3
864691136021408504,864691135123726119,1
864691135779716797,864691135124538151,1
864691135730625209,864691135118756573,4
864691135656147138,864691135118527709,3
864691135687863264,864691135119866845,1
864691135838494867,864691135115424665,3
864691135616871273,864691135122836263,1
864691135065128260,864691135123029287,1
864691136042469718,864691135117836509,1
864691136034633659,864691135119924189,1
864691135366989561,864691135118706909,1
864691136989946261,864691135123358503,1
864691135939232260,864691135123358503,1
864691135750669609,864691135118128861,1
864691135942134900,864691135118527709,3
864691135942500980,864691135118527709,1
864691135571672813,864691135123508775,3
864691135700506146,864691135118756573,1
864691135429597232,864691135118674397,2
864691135571193478,864691135123951655,1
864691135361238616,864691135124690471,1
864691135800627810,864691135114911385,1
864691136379811797,864691135118527709,4
864691135528085851,864691135114628505,1
864691135590435339,864691135122769191,1
864691135519332234,864691135132769696,1
864691135773779275,864691135118559453,1
864691136907591534,864691135123726119,1
864691136662214110,864691135117818077,1
864691136618104795,864691135132667552,1
864691135776661856,864691135132671904,1
864691136273686206,864691135119099869,1
864691134920045834,864691135119891165,1
864691134940778595,864691135122799399,1
864691135816516687,864691135117808349,1
864691135545417256,864691135122799399,1
864691136009459118,864691135123180583,1
864691136966703822,864691135119866845,2
864691136543676066,864691135123726119,1
864691135865964158,864691135115424665,2
864691135645023727,864691135118674397,2
864691136451724031,864691135119866845,1
864691135339675878,864691135132769696,1
864691135567181335,864691135119991261,1
864691135916843366,864691135124690471,1
864691135993787585,864691135118532317,2
864691136312076122,864691135118847197,1
864691135685720050,864691135119270109,1
864691136042989910,864691135123285031,1
864691135858532142,864691135117818077,2
864691135618523497,864691135118456797,2
864691135889893769,864691135118458845,1
864691135878673491,864691135114679705,2
864691135512170448,864691135118847197,1
864691135866751196,864691135114628505,1
864691135544383016,864691135123045927,2
864691135339675878,864691135119866845,1
864691135341516741,864691135118741725,2
864691135927130068,864691135118756573,1
864691136108519129,864691135123358503,1
864691136990012821,864691135117836509,1
864691136331053290,864691135118847197,1
864691135867616790,864691135123188007,1
864691135771603451,864691135132671904,1
864691135639904059,864691135119866845,2
864691135492616679,864691135114458521,1
864691135943896692,864691135122346023,1
864691135448256146,864691135118847197,1
864691136009526190,864691135122836263,1
864691136210191292,864691135114628505,1
864691135182824450,864691135118658269,1
864691136577486100,864691135119866845,1
864691134939991651,864691135118722269,1
864691136138628477,864691135118527709,3
864691136723570941,864691135122836263,1
864691136619200909,864691135114679705,1
864691135465174846,864691135119924189,1
864691135339675878,864691135124209447,5
864691134964997663,864691135114458521,2
864691136758865774,864691135114679705,1
864691135884871792,864691135118527709,1
864691136419351959,864691135123180583,1
864691135528046939,864691135118847197,1
864691135571582598,864691135123508775,1
864691135738325140,864691135132937888,1
864691135866377494,864691135119099869,2
864691135739080580,864691135118847197,1
864691135511861968,864691135123285031,2
864691135941916020,864691135122769191,1
864691135616313705,864691135119891165,1
864691135462725694,864691135119891165,2
864691135164408365,864691135122346023,1
864691136905504178,864691135115122585,1
864691136488009234,864691135118186461,3
864691136675951239,864691135124213543,1
864691135335326697,864691135119120349,1
864691135940958977,864691135124690471,1
864691136111556792,864691135114679705,1
864691135215391544,864691135118458845,1
864691135397510689,864691135118722269,1
864691135817132879,864691135118749405,1
864691135518618250,864691135118532317,1
864691135493222375,864691135123951655,1
864691135890815881,864691135118565085,1
864691136008486572,864691135118706909,1
864691135751132457,864691135114628505,1
864691135786981316,864691135118847197,1
864691135466508613,864691135114679705,1
864691135385013978,864691135115424665,3
864691136619529179,864691135118532317,1
864691135573450789,864691135123045927,1
864691136299136795,864691135122836263,1
864691136595252130,864691135122836263,1
864691135912248233,864691135123276583,1
864691136949809887,864691135122799399,1
